sgRNA,Gene,HL60.initial,KBM7.initial,HL60.final,KBM7.final
TXLNG_p16804642,TXLNG,220,359,844,873
TXLNG_p16804651,TXLNG,190,242,274,608
TXLNG_p16804690,TXLNG,536,526,1101,1325
TYK2_m10488922,TYK2,871,694,1318,2626
TYK2_m10488965,TYK2,755,618,3017,2887
TYK2_m10488997,TYK2,904,564,1778,2096
TYK2_m10489066,TYK2,531,304,2031,1977
TYK2_p10488886,TYK2,1111,846,3818,3405
TYK2_p10488935,TYK2,205,253,519,1286
TYK2_p10488979,TYK2,342,418,1077,1352
TYK2_p10488989,TYK2,634,620,1109,1220
TYK2_p10488999,TYK2,554,583,2417,2605
TYK2_p10489004,TYK2,758,404,1253,2132
UAP1_m162535875,UAP1,541,395,1634,1700
UAP1_m162535892,UAP1,105,14,459,442
UAP1_m162535943,UAP1,171,266,842,878
UAP1_m162535976,UAP1,606,267,826,866
UAP1_p162535877,UAP1,1455,996,3322,2598
UAP1_p162535901,UAP1,745,987,2097,3768
UAP1_p162535926,UAP1,479,445,876,2094
UAP1_p162535965,UAP1,421,193,331,912
UAP1_p162536043,UAP1,1267,1233,3154,3630
UAP1_p162536061,UAP1,841,1157,1844,3563
UBA2_m34919362,UBA2,501,585,893,560
UBA2_m34919435,UBA2,758,618,1575,372
UBA2_m34919455,UBA2,179,73,632,377
UBA2_m34919464,UBA2,353,318,875,304
UBA2_m34922764,UBA2,182,361,727,722
UBA2_m34922772,UBA2,712,881,1385,1651
UBA2_m34922798,UBA2,618,413,942,944
UBA2_p34919329,UBA2,948,544,752,203
UBA2_p34919364,UBA2,870,931,2194,1538
UBA2_p34921467,UBA2,478,585,1827,1573
UBA3_m69126988,UBA3,617,793,2911,1907
UBA3_m69127020,UBA3,587,468,995,1329
UBA3_m69127047,UBA3,691,786,1634,2056
UBA3_m69127053,UBA3,622,335,337,700
UBA3_m69129491,UBA3,621,741,1857,854
UBA3_m69129496,UBA3,142,449,603,464
UBA3_p69126949,UBA3,663,562,1568,1998
UBA3_p69126960,UBA3,1012,744,634,875
UBA3_p69126977,UBA3,761,576,661,239
UBA3_p69126992,UBA3,575,328,651,364
UBD_m29524012,UBD,265,143,598,594
UBD_m29524018,UBD,428,313,1126,1315
UBD_m29524030,UBD,763,639,1630,2213
UBD_m29524105,UBD,392,513,1418,1483
UBD_p29524021,UBD,1380,783,2328,2161
UBD_p29524091,UBD,307,356,890,1432
UBD_p29524096,UBD,180,66,335,198
UBD_p29524108,UBD,873,842,2636,2996
UBD_p29527439,UBD,369,297,1298,757
UBD_p29527448,UBD,2369,1907,3426,3828
UBE2W_m74737457,UBE2W,1019,531,2783,1318
UBE2W_m74737466,UBE2W,1428,675,2419,2980
UBE2W_m74742685,UBE2W,529,558,1285,767
UBE2W_m74791074,UBE2W,267,121,396,563
UBE2W_p74742629,UBE2W,290,77,506,458
UBE2W_p74742639,UBE2W,600,260,674,846
UBE2W_p74742645,UBE2W,333,212,766,1138
UBE2W_p74791039,UBE2W,871,923,2167,2880
UBE2W_p74791077,UBE2W,799,826,1112,2192
UBE2W_p74791110,UBE2W,625,560,1365,1445
UBR4_m19536603,UBR4,759,386,1503,1967
UBR4_m19536643,UBR4,1351,872,2520,1208
UBR4_m19536702,UBR4,817,491,710,425
UBR4_m19536708,UBR4,440,446,206,629
UBR4_m19536714,UBR4,638,584,151,71
UBR4_m19536720,UBR4,359,663,269,208
UBR4_m19536728,UBR4,918,665,532,463
UBR4_p19536592,UBR4,641,374,564,376
UBR4_p19536607,UBR4,485,167,315,209
UBR4_p19536615,UBR4,89,273,1067,1845
UBTF_m42293898,UBTF,125,246,367,163
UBTF_m42293913,UBTF,1164,839,1415,370
UBTF_m42294067,UBTF,772,614,725,103
UBTF_m42295592,UBTF,546,610,1351,1656
UBTF_p42293962,UBTF,249,662,1198,1969
UBTF_p42293989,UBTF,615,466,850,1144
UBTF_p42293997,UBTF,884,1510,739,850
UBTF_p42294048,UBTF,401,421,237,2
UBTF_p42294053,UBTF,65,186,423,294
UBTF_p42295552,UBTF,29,122,344,310
UFD1L_m19462602,UFD1L,343,278,285,677
UFD1L_m19462608,UFD1L,302,268,1765,739
UFD1L_m19463020,UFD1L,1469,933,2493,2186
UFD1L_m19463032,UFD1L,759,669,1435,1849
UFD1L_m19463091,UFD1L,178,66,130,0
UFD1L_p19462581,UFD1L,486,305,967,289
UFD1L_p19462588,UFD1L,51,172,480,446
UFD1L_p19463006,UFD1L,1109,641,1677,1359
UFD1L_p19463047,UFD1L,1034,1023,1691,1664
UFD1L_p19463079,UFD1L,184,336,257,573
UFL1_m96969762,UFL1,339,124,526,423
UFL1_m96969789,UFL1,486,258,1011,219
UFL1_m96969796,UFL1,609,605,1609,2282
UFL1_m96969813,UFL1,108,85,302,348
UFL1_m96969819,UFL1,454,473,1301,716
UFL1_p96969741,UFL1,132,371,318,880
UFL1_p96969753,UFL1,178,270,877,127
UFL1_p96969777,UFL1,104,218,203,197
UFL1_p96969804,UFL1,1185,1471,2824,2159
UFL1_p96971011,UFL1,617,522,1399,1187
UHRF2_m6413512,UHRF2,601,301,917,905
UHRF2_m6413536,UHRF2,2040,1307,3271,4928
UHRF2_m6413560,UHRF2,144,166,884,689
UHRF2_m6413610,UHRF2,906,474,1610,2165
UHRF2_p6413480,UHRF2,603,584,2005,1931
UHRF2_p6413496,UHRF2,935,1239,3688,4950
UHRF2_p6413519,UHRF2,1081,602,1347,1934
UHRF2_p6413566,UHRF2,495,323,941,2826
UHRF2_p6413612,UHRF2,644,452,1208,1678
UHRF2_p6420926,UHRF2,312,464,1135,1512
UIMC1_m176402417,UIMC1,743,1050,1691,2220
UIMC1_m176409471,UIMC1,457,418,1674,1007
UIMC1_m176409476,UIMC1,707,575,1376,1563
UIMC1_m176409507,UIMC1,1242,911,2713,2441
UIMC1_m176409523,UIMC1,470,448,977,987
UIMC1_m176409558,UIMC1,113,120,296,691
UIMC1_m176409567,UIMC1,42,141,232,163
UIMC1_m176409574,UIMC1,836,324,1192,1447
UIMC1_p176409463,UIMC1,984,378,1669,1549
UIMC1_p176409546,UIMC1,494,370,955,2040
USF1_m161011936,USF1,336,379,747,645
USF1_m161011948,USF1,489,562,1863,2216
USF1_m161011954,USF1,540,696,2794,1720
USF1_m161011978,USF1,163,315,1943,578
USF1_m161011988,USF1,916,683,2384,2864
USF1_m161011997,USF1,861,712,1807,2577
USF1_p161011902,USF1,676,790,1420,2112
USF1_p161011907,USF1,200,477,636,1479
USF1_p161011920,USF1,662,613,1283,1867
USF1_p161011940,USF1,489,266,516,1049
USO1_m76650049,USO1,694,508,1819,1626
USO1_m76650064,USO1,360,168,65,2
USO1_m76678648,USO1,159,240,1039,576
USO1_m76691603,USO1,564,249,1277,1773
USO1_m76691988,USO1,1191,1066,3237,2586
USO1_p76649997,USO1,506,315,701,257
USO1_p76678658,USO1,330,500,843,1709
USO1_p76691667,USO1,45,3,0,0
USO1_p76691975,USO1,630,780,723,1190
USO1_p76691980,USO1,540,523,1621,1074
USP28_m113724981,USP28,356,304,837,1925
USP28_m113725011,USP28,1218,797,2771,3396
USP28_m113725019,USP28,229,333,948,577
USP28_m113746165,USP28,453,431,1922,1729
USP28_m113746191,USP28,497,421,1375,1796
USP28_m113746204,USP28,485,279,692,611
USP28_m113746216,USP28,1005,579,1667,2279
USP28_p113724972,USP28,728,496,1295,1786
USP28_p113724983,USP28,532,295,1431,1593
USP28_p113725029,USP28,273,344,1073,1755
USP33_m78207062,USP33,842,518,1038,1227
USP33_m78207088,USP33,632,619,1264,1718
USP33_m78207351,USP33,871,658,2030,2469
USP33_p78204971,USP33,1041,913,2334,2929
USP33_p78204980,USP33,1288,988,2968,2256
USP33_p78205048,USP33,722,549,1346,1909
USP33_p78205053,USP33,1168,905,1853,3858
USP33_p78206552,USP33,118,115,247,305
USP33_p78207068,USP33,496,428,2050,1657
USP33_p78207335,USP33,433,368,748,976
UTP20_m101674061,UTP20,542,372,956,2576
UTP20_m101674075,UTP20,788,267,1646,1063
UTP20_m101674082,UTP20,266,162,444,205
UTP20_m101674091,UTP20,389,543,1391,1829
UTP20_m101674100,UTP20,273,213,141,178
UTP20_m101674892,UTP20,1,0,0,0
UTP20_m101674946,UTP20,557,268,850,1044
UTP20_p101674895,UTP20,938,578,1976,1697
UTP20_p101674949,UTP20,1178,645,3065,2411
UTP20_p101679392,UTP20,549,660,1528,923
UTRN_m144612971,UTRN,95,80,554,613
UTRN_m144612992,UTRN,944,537,1494,1787
UTRN_m144612997,UTRN,473,378,1653,381
UTRN_m144613037,UTRN,694,492,671,1858
UTRN_m144724288,UTRN,720,151,1066,1088
UTRN_m144724294,UTRN,274,224,742,797
UTRN_m144743025,UTRN,361,471,1246,1002
UTRN_p144612955,UTRN,0,211,403,458
UTRN_p144612982,UTRN,292,214,1163,897
UTRN_p144613021,UTRN,136,125,494,391
VEZT_m95656695,VEZT,488,232,554,210
VEZT_m95656734,VEZT,783,552,1772,2590
VEZT_m95656782,VEZT,507,532,1332,356
VEZT_p95611613,VEZT,1214,1360,1997,1520
VEZT_p95611628,VEZT,1287,841,1454,1104
VEZT_p95645720,VEZT,319,30,392,172
VEZT_p95645726,VEZT,715,516,1683,2821
VEZT_p95656722,VEZT,221,625,1372,1581
VEZT_p95656768,VEZT,158,359,1130,680
VEZT_p95656785,VEZT,405,389,1689,2056
VHLL_m156268874,VHLL,730,407,287,161
VHLL_m156268880,VHLL,513,348,1247,1088
VHLL_m156268891,VHLL,452,600,1613,1737
VHLL_m156268921,VHLL,358,258,506,563
VHLL_m156268928,VHLL,313,184,482,828
VHLL_m156268936,VHLL,161,211,174,490
VHLL_m156268966,VHLL,1033,823,1861,1624
VHLL_m156268974,VHLL,221,410,941,572
VHLL_p156268894,VHLL,390,426,1068,1891
VHLL_p156268907,VHLL,188,116,374,265
VPRBP_m51504978,VPRBP,449,473,947,1544
VPRBP_m51517736,VPRBP,205,72,289,229
VPRBP_m51517753,VPRBP,928,1019,2769,1184
VPRBP_m51517783,VPRBP,288,467,1247,152
VPRBP_m51517792,VPRBP,744,673,576,329
VPRBP_m51517822,VPRBP,754,619,1410,1092
VPRBP_m51517831,VPRBP,612,606,1001,1717
VPRBP_p51504949,VPRBP,339,386,741,568
VPRBP_p51517720,VPRBP,37,120,469,120
VPRBP_p51517725,VPRBP,370,313,445,203
WDR19_m39187425,WDR19,27,317,261,516
WDR19_m39191317,WDR19,745,395,940,1567
WDR19_m39191364,WDR19,637,295,677,1721
WDR19_p39187379,WDR19,599,875,1341,1884
WDR19_p39187414,WDR19,1336,754,1845,3102
WDR19_p39188201,WDR19,146,448,635,484
WDR19_p39191274,WDR19,321,302,1492,868
WDR19_p39191285,WDR19,619,426,1292,2712
WDR19_p39191334,WDR19,80,27,782,316
WDR19_p39191372,WDR19,614,607,1405,1295
WDR20_m102606315,WDR20,54,108,419,240
WDR20_m102606361,WDR20,185,221,351,764
WDR20_p102606247,WDR20,964,506,889,1755
WDR20_p102606254,WDR20,816,613,1919,1971
WDR20_p102606262,WDR20,283,543,143,21
WDR20_p102606297,WDR20,10,15,0,347
WDR20_p102606302,WDR20,100,136,167,523
WDR20_p102606328,WDR20,700,636,1417,2309
WDR20_p102606339,WDR20,590,456,994,1252
WDR20_p102606348,WDR20,335,445,1033,1411
WDR37_m1118101,WDR37,83,259,862,409
WDR37_m1118156,WDR37,1089,610,1371,2011
WDR37_m1118163,WDR37,455,128,314,609
WDR37_m1123861,WDR37,428,313,928,574
WDR37_p1118166,WDR37,906,780,1246,2111
WDR37_p1118172,WDR37,373,282,917,349
WDR37_p1118177,WDR37,1157,1006,2123,1791
WDR37_p1118182,WDR37,457,327,1250,1215
WDR37_p1118206,WDR37,1375,866,1715,4644
WDR37_p1123845,WDR37,437,722,1003,974
WDR43_m29117632,WDR43,488,704,1668,671
WDR43_m29117646,WDR43,834,744,763,316
WDR43_m29117661,WDR43,785,289,1148,733
WDR43_m29117667,WDR43,900,603,664,186
WDR43_p29117551,WDR43,537,264,411,12
WDR43_p29117558,WDR43,539,572,1432,294
WDR43_p29117635,WDR43,733,314,1371,1004
WDR43_p29117648,WDR43,331,201,494,376
WDR43_p29117671,WDR43,617,507,600,58
WDR43_p29117682,WDR43,535,502,644,823
WDR47_m109560200,WDR47,965,875,2500,2519
WDR47_m109560208,WDR47,935,604,2225,2018
WDR47_m109566009,WDR47,501,459,1084,1720
WDR47_m109566021,WDR47,139,58,238,121
WDR47_m109566028,WDR47,250,378,762,1220
WDR47_m109566034,WDR47,552,511,1268,983
WDR47_m109566040,WDR47,545,309,886,683
WDR47_p109554307,WDR47,858,558,1124,1163
WDR47_p109566013,WDR47,105,237,217,95
WDR47_p109566049,WDR47,137,122,67,278
WDR48_m39093526,WDR48,143,159,960,674
WDR48_m39104547,WDR48,224,213,609,455
WDR48_m39104581,WDR48,804,676,1976,1763
WDR48_m39104637,WDR48,475,224,104,726
WDR48_p39093511,WDR48,697,648,790,1058
WDR48_p39093529,WDR48,1013,749,1417,2192
WDR48_p39093542,WDR48,1208,1187,1127,2627
WDR48_p39104564,WDR48,0,88,211,278
WDR48_p39104584,WDR48,432,248,886,895
WDR48_p39104640,WDR48,146,59,289,200
WDR59_m74990427,WDR59,980,721,1841,2078
WDR59_m74990434,WDR59,642,470,1958,2334
WDR59_m74999672,WDR59,720,316,981,1261
WDR59_m74999693,WDR59,185,315,898,1274
WDR59_m74999704,WDR59,304,381,991,347
WDR59_m75018863,WDR59,394,238,372,256
WDR59_p74990385,WDR59,184,189,226,0
WDR59_p74990451,WDR59,329,460,711,1546
WDR59_p74990485,WDR59,261,149,232,78
WDR59_p75018851,WDR59,239,494,546,345
WDR73_m85196861,WDR73,1144,1072,1204,1020
WDR73_m85196900,WDR73,510,371,1139,1855
WDR73_m85197496,WDR73,763,1007,2176,2628
WDR73_p85191824,WDR73,152,192,552,499
WDR73_p85195951,WDR73,399,261,495,1047
WDR73_p85196014,WDR73,198,334,458,387
WDR73_p85196872,WDR73,1116,744,1393,1201
WDR73_p85196883,WDR73,509,477,854,1210
WDR73_p85196904,WDR73,844,725,1401,1454
WDR73_p85197451,WDR73,329,364,1159,370
WDR83_m12780616,WDR83,646,390,1011,999
WDR83_m12780622,WDR83,337,388,643,572
WDR83_m12780628,WDR83,415,428,470,593
WDR83_m12780634,WDR83,1508,967,2508,1828
WDR83_m12780646,WDR83,213,54,114,153
WDR83_m12780695,WDR83,243,379,944,607
WDR83_p12780608,WDR83,124,214,571,367
WDR83_p12780652,WDR83,1536,1242,2790,3669
WDR83_p12780657,WDR83,833,671,1739,1239
WDR83_p12780685,WDR83,235,560,719,1451
WDR87_m38386087,WDR87,893,684,1563,2356
WDR87_m38386896,WDR87,184,90,312,769
WDR87_m38386941,WDR87,191,161,395,582
WDR87_p38386018,WDR87,612,803,1101,1568
WDR87_p38386881,WDR87,987,823,1856,2103
WDR87_p38386899,WDR87,665,705,2412,2039
WDR87_p38386910,WDR87,342,583,2381,1987
WDR87_p38386922,WDR87,0,8,0,134
WDR87_p38386929,WDR87,409,446,1139,750
WDR87_p38388812,WDR87,913,839,1961,1561
WDR90_m699417,WDR90,271,170,701,494
WDR90_m699775,WDR90,465,542,1895,1041
WDR90_m699781,WDR90,333,428,894,1810
WDR90_m699802,WDR90,337,244,853,769
WDR90_m699846,WDR90,225,265,971,279
WDR90_m700000,WDR90,494,542,1100,1372
WDR90_p699784,WDR90,211,220,900,583
WDR90_p699792,WDR90,660,416,1855,1448
WDR90_p699811,WDR90,381,358,721,830
WDR90_p699983,WDR90,510,746,1873,1451
WDYHV1_m124429107,WDYHV1,601,681,1958,3562
WDYHV1_m124429139,WDYHV1,1179,510,776,634
WDYHV1_m124429150,WDYHV1,1336,1209,2445,2169
WDYHV1_m124440205,WDYHV1,506,368,651,1556
WDYHV1_m124440211,WDYHV1,262,153,667,608
WDYHV1_m124440218,WDYHV1,344,155,790,1571
WDYHV1_p124429074,WDYHV1,149,329,348,890
WDYHV1_p124429080,WDYHV1,725,201,516,441
WDYHV1_p124440234,WDYHV1,335,306,1469,552
WDYHV1_p124440241,WDYHV1,498,330,1404,1688
WIPI2_m5254168,WIPI2,693,625,1485,1580
WIPI2_m5254207,WIPI2,836,520,1833,1623
WIPI2_m5254214,WIPI2,1199,692,2502,2603
WIPI2_m5254222,WIPI2,349,465,1590,1755
WIPI2_m5254232,WIPI2,851,536,1698,2044
WIPI2_m5254262,WIPI2,653,145,934,1700
WIPI2_m5254303,WIPI2,497,857,1879,2123
WIPI2_p5254196,WIPI2,468,465,1541,1767
WIPI2_p5254250,WIPI2,383,366,949,980
WIPI2_p5254292,WIPI2,926,706,2121,1894
WNT9A_m228113179,WNT9A,164,54,205,646
WNT9A_m228113214,WNT9A,468,511,1392,2288
WNT9A_m228135509,WNT9A,924,536,2819,3014
WNT9A_m228135543,WNT9A,203,144,424,1057
WNT9A_m228135579,WNT9A,434,463,1667,1874
WNT9A_p228113201,WNT9A,262,298,1778,1493
WNT9A_p228135480,WNT9A,701,559,918,1440
WNT9A_p228135490,WNT9A,587,465,1547,1470
WNT9A_p228135525,WNT9A,522,519,1433,1871
WNT9A_p228135531,WNT9A,873,291,1347,1513
WTIP_m34972916,WTIP,130,124,111,407
WTIP_m34972928,WTIP,9,7,399,702
WTIP_p34972871,WTIP,289,547,868,940
WTIP_p34972876,WTIP,269,217,1348,1225
WTIP_p34972902,WTIP,507,441,983,413
WTIP_p34972907,WTIP,43,234,827,307
WTIP_p34972919,WTIP,157,511,513,996
WTIP_p34972933,WTIP,440,313,714,1367
WTIP_p34972939,WTIP,77,267,151,1118
WTIP_p34972948,WTIP,337,186,908,867
WWC1_m167719179,WWC1,638,256,1819,1657
WWC1_m167719184,WWC1,435,452,1471,943
WWC1_m167719237,WWC1,376,399,1005,1530
WWC1_m167719246,WWC1,631,423,881,936
WWC1_m167719267,WWC1,86,102,339,338
WWC1_m167798427,WWC1,273,195,1019,768
WWC1_p167719193,WWC1,1050,903,2121,2993
WWC1_p167719198,WWC1,467,450,1791,1428
WWC1_p167719248,WWC1,528,312,742,828
WWC1_p167719254,WWC1,271,302,465,985
XAB2_m7693098,XAB2,371,406,459,499
XAB2_m7693148,XAB2,519,307,546,860
XAB2_m7693177,XAB2,432,224,534,707
XAB2_m7694376,XAB2,291,207,457,387
XAB2_m7694389,XAB2,421,246,299,568
XAB2_p7693068,XAB2,313,324,1247,1225
XAB2_p7693120,XAB2,546,144,727,596
XAB2_p7694349,XAB2,846,785,1477,1799
XAB2_p7694354,XAB2,554,785,703,860
XAB2_p7694362,XAB2,233,423,1192,781
XPC_m14219968,XPC,373,489,769,686
XPC_m14219974,XPC,1192,880,1216,1848
XPC_m14219980,XPC,508,550,1467,1937
XPC_m14219987,XPC,685,841,1436,1624
XPC_m14219992,XPC,1581,1405,2316,4985
XPC_m14220004,XPC,244,280,1125,562
XPC_m14220044,XPC,179,149,243,450
XPC_m14220052,XPC,993,946,2007,1496
XPC_m14220062,XPC,437,547,1558,1642
XPC_p14214516,XPC,568,317,682,1367
XPO6_m28181127,XPO6,560,452,1255,1032
XPO6_m28181134,XPO6,1446,1154,2597,787
XPO6_m28181166,XPO6,481,254,1054,634
XPO6_m28187370,XPO6,296,227,1013,1125
XPO6_p28181181,XPO6,340,350,1083,351
XPO6_p28187283,XPO6,685,599,1068,628
XPO6_p28187294,XPO6,115,166,123,321
XPO6_p28187299,XPO6,160,223,519,491
XPO6_p28187340,XPO6,1232,723,2755,1311
XPO6_p28188634,XPO6,313,65,474,454
XRCC6BP1_m58335596,XRCC6BP1,200,254,150,204
XRCC6BP1_m58335614,XRCC6BP1,389,76,416,599
XRCC6BP1_m58335626,XRCC6BP1,577,410,835,930
XRCC6BP1_m58335633,XRCC6BP1,735,416,920,1421
XRCC6BP1_m58335642,XRCC6BP1,365,256,550,1233
XRCC6BP1_m58335654,XRCC6BP1,81,168,248,110
XRCC6BP1_p58335469,XRCC6BP1,1041,816,2542,1810
XRCC6BP1_p58335477,XRCC6BP1,516,323,489,633
XRCC6BP1_p58335488,XRCC6BP1,482,308,497,208
XRCC6BP1_p58335540,XRCC6BP1,740,734,2443,2014
YES1_m747982,YES1,922,463,2512,2275
YES1_m748005,YES1,1127,751,1303,605
YES1_m756558,YES1,111,288,450,1112
YES1_m756642,YES1,379,469,1675,3173
YES1_p756549,YES1,246,238,909,562
YES1_p756632,YES1,137,233,1105,947
YES1_p756684,YES1,1082,701,2753,2726
YES1_p756698,YES1,1140,918,3626,3356
YES1_p756715,YES1,560,182,804,1582
YES1_p756771,YES1,496,374,647,908
YY2_m21874603,YY2,858,354,1067,1387
YY2_m21874609,YY2,340,372,1119,1553
YY2_m21874627,YY2,529,573,891,1560
YY2_m21874640,YY2,530,250,781,1271
YY2_m21874649,YY2,266,324,753,615
YY2_m21874690,YY2,702,265,1204,1826
YY2_m21874695,YY2,856,743,1338,1514
YY2_m21874710,YY2,1009,562,2200,1861
YY2_p21874619,YY2,313,370,1084,2338
YY2_p21874715,YY2,506,589,2262,1637
ZAP70_m98351014,ZAP70,602,373,809,1231
ZAP70_m98351020,ZAP70,160,55,216,525
ZAP70_m98351047,ZAP70,590,356,979,2440
ZAP70_m98351058,ZAP70,163,347,1092,1205
ZAP70_m98351088,ZAP70,1346,1099,2331,4193
ZAP70_m98351103,ZAP70,658,406,1088,1268
ZAP70_p98351001,ZAP70,1081,685,1202,1024
ZAP70_p98351110,ZAP70,456,349,1605,1507
ZAP70_p98351119,ZAP70,292,518,1600,2290
ZAP70_p98351133,ZAP70,155,284,1380,1355
ZBED2_m111312882,ZBED2,344,204,815,871
ZBED2_m111312944,ZBED2,572,242,1183,1356
ZBED2_m111312956,ZBED2,334,277,638,1074
ZBED2_m111312975,ZBED2,1291,830,605,254
ZBED2_m111313005,ZBED2,1673,1685,3090,3759
ZBED2_m111313019,ZBED2,1010,1133,603,302
ZBED2_m111313029,ZBED2,73,229,69,776
ZBED2_m111313038,ZBED2,632,646,1014,784
ZBED2_p111312870,ZBED2,1487,1083,3281,5110
ZBED2_p111312885,ZBED2,395,347,690,1089
ZBTB1_m64988234,ZBTB1,1437,590,1712,1121
ZBTB1_m64988239,ZBTB1,472,506,1213,1142
ZBTB1_m64988254,ZBTB1,815,414,1426,2027
ZBTB1_m64988389,ZBTB1,811,557,4337,1915
ZBTB1_m64988533,ZBTB1,920,1115,3610,1734
ZBTB1_m64988552,ZBTB1,228,143,567,695
ZBTB1_m64988572,ZBTB1,740,403,987,1790
ZBTB1_m64988604,ZBTB1,420,103,491,425
ZBTB1_p64988259,ZBTB1,791,331,1338,1507
ZBTB1_p64988317,ZBTB1,297,237,787,843
ZBTB24_m109803084,ZBTB24,2075,1562,4066,4290
ZBTB24_m109803102,ZBTB24,359,318,1174,611
ZBTB24_m109803131,ZBTB24,673,636,1967,1447
ZBTB24_m109803159,ZBTB24,105,156,384,467
ZBTB24_m109803202,ZBTB24,546,513,1253,1622
ZBTB24_p109803049,ZBTB24,1402,1161,3640,3492
ZBTB24_p109803057,ZBTB24,819,561,3218,1904
ZBTB24_p109803063,ZBTB24,291,281,505,753
ZBTB24_p109803185,ZBTB24,1712,1286,2346,4172
ZBTB24_p109803191,ZBTB24,373,77,176,132
ZBTB3_m62521175,ZBTB3,574,367,711,1469
ZBTB3_m62521437,ZBTB3,897,820,1500,2219
ZBTB3_m62521448,ZBTB3,165,484,424,1112
ZBTB3_m62521482,ZBTB3,1129,604,2261,2771
ZBTB3_m62521488,ZBTB3,405,362,463,507
ZBTB3_m62521512,ZBTB3,189,264,650,678
ZBTB3_m62521527,ZBTB3,430,358,1605,990
ZBTB3_p62521104,ZBTB3,485,427,856,795
ZBTB3_p62521429,ZBTB3,59,37,256,221
ZBTB3_p62521472,ZBTB3,275,172,554,333
ZBTB8A_m33058561,ZBTB8A,503,676,1279,2225
ZBTB8A_m33058725,ZBTB8A,493,593,1149,1966
ZBTB8A_p33058566,ZBTB8A,519,567,1648,1542
ZBTB8A_p33058604,ZBTB8A,526,206,1046,1161
ZBTB8A_p33058609,ZBTB8A,296,230,392,1312
ZBTB8A_p33058649,ZBTB8A,860,596,1315,1800
ZBTB8A_p33058684,ZBTB8A,69,51,39,154
ZBTB8A_p33058717,ZBTB8A,885,517,1162,875
ZBTB8A_p33058766,ZBTB8A,386,581,1888,1335
ZBTB8A_p33058784,ZBTB8A,692,766,2025,1512
ZC3H12B_m64708691,ZC3H12B,487,223,1345,1109
ZC3H12B_m64708733,ZC3H12B,775,536,1387,1730
ZC3H12B_m64708753,ZC3H12B,287,138,504,711
ZC3H12B_m64708818,ZC3H12B,209,293,702,659
ZC3H12B_m64708833,ZC3H12B,179,249,395,674
ZC3H12B_p64708677,ZC3H12B,689,577,1155,2743
ZC3H12B_p64708713,ZC3H12B,427,232,1014,1534
ZC3H12B_p64708737,ZC3H12B,659,1071,2562,1805
ZC3H12B_p64708775,ZC3H12B,1001,473,1692,1913
ZC3H12B_p64708847,ZC3H12B,616,543,1143,1335
ZC3H6_m113060816,ZC3H6,817,707,1905,1785
ZC3H6_m113060846,ZC3H6,777,391,1145,1212
ZC3H6_m113060919,ZC3H6,924,456,1096,2825
ZC3H6_p113033571,ZC3H6,789,635,2739,2681
ZC3H6_p113033581,ZC3H6,1163,640,2330,1993
ZC3H6_p113057426,ZC3H6,812,329,1108,1346
ZC3H6_p113057444,ZC3H6,946,528,2018,1655
ZC3H6_p113060906,ZC3H6,245,36,1087,403
ZC3H6_p113067455,ZC3H6,258,393,716,799
ZC3H6_p113067478,ZC3H6,340,245,626,623
ZC3HAV1_m138793945,ZC3HAV1,807,744,2029,2665
ZC3HAV1_m138793953,ZC3HAV1,241,359,1062,1399
ZC3HAV1_m138793962,ZC3HAV1,495,235,1031,618
ZC3HAV1_p138793918,ZC3HAV1,736,621,1419,1362
ZC3HAV1_p138793924,ZC3HAV1,703,470,1647,3086
ZC3HAV1_p138793974,ZC3HAV1,510,727,2385,2030
ZC3HAV1_p138793989,ZC3HAV1,1154,763,2571,2283
ZC3HAV1_p138793998,ZC3HAV1,505,525,1954,1523
ZC3HAV1_p138794045,ZC3HAV1,406,452,1656,865
ZC3HAV1_p138794056,ZC3HAV1,27,35,136,220
ZCCHC18_m103358869,ZCCHC18,765,452,1129,1256
ZCCHC18_m103359002,ZCCHC18,765,351,1610,1752
ZCCHC18_p103358804,ZCCHC18,1425,1322,2672,3335
ZCCHC18_p103358815,ZCCHC18,369,428,1151,1935
ZCCHC18_p103358842,ZCCHC18,310,582,1222,1199
ZCCHC18_p103358860,ZCCHC18,224,282,964,421
ZCCHC18_p103358891,ZCCHC18,171,304,655,1842
ZCCHC18_p103358936,ZCCHC18,1084,851,1385,1694
ZCCHC18_p103358948,ZCCHC18,523,421,1230,981
ZCCHC18_p103358990,ZCCHC18,242,315,954,1084
ZDHHC13_m19170749,ZDHHC13,597,477,1461,574
ZDHHC13_m19170785,ZDHHC13,344,100,397,411
ZDHHC13_m19170820,ZDHHC13,387,432,923,1265
ZDHHC13_m19170848,ZDHHC13,302,283,1160,1559
ZDHHC13_m19172309,ZDHHC13,499,528,962,2517
ZDHHC13_p19170752,ZDHHC13,249,210,783,375
ZDHHC13_p19170802,ZDHHC13,1103,639,1486,1992
ZDHHC13_p19170850,ZDHHC13,693,473,1774,2000
ZDHHC13_p19170856,ZDHHC13,1131,931,3052,3405
ZDHHC13_p19172276,ZDHHC13,1219,558,2143,2511
ZDHHC20_m21995282,ZDHHC20,900,744,2741,2613
ZDHHC20_m22033229,ZDHHC20,521,236,981,1440
ZDHHC20_m22033258,ZDHHC20,196,295,189,209
ZDHHC20_m22033264,ZDHHC20,1519,1202,3828,4450
ZDHHC20_m22033269,ZDHHC20,69,0,93,209
