Gene	sgRNA	eff
TMEM194A	TMEM194A_m57472483	1
TMEM194A	TMEM194A_m57472490	1
TMEM194A	TMEM194A_m57472497	1
TMEM194A	TMEM194A_m57472506	1
TMEM194A	TMEM194A_m57472520	1
TMEM200B	TMEM200B_m29448118	1
TMEM200B	TMEM200B_m29448125	1
TMEM200B	TMEM200B_m29448140	1
TMEM200B	TMEM200B_m29448185	1
TMEM200B	TMEM200B_m29448208	1
TMEM200B	TMEM200B_m29448213	1
TMEM200B	TMEM200B_m29448260	1
TMEM200B	TMEM200B_m29448272	1
TMEM200B	TMEM200B_m29448331	1
TMEM200B	TMEM200B_p29448264	1
TMEM200C	TMEM200C_m5892019	1
TMEM200C	TMEM200C_m5892038	1
TMEM200C	TMEM200C_m5892051	1
TMEM200C	TMEM200C_p5891966	1
TMEM200C	TMEM200C_p5891974	1
TMEM200C	TMEM200C_p5891979	1
TMEM200C	TMEM200C_p5892005	1
TMEM200C	TMEM200C_p5892022	1
TMEM200C	TMEM200C_p5892029	1
TMEM200C	TMEM200C_p5892041	1
TMEM204	TMEM204_m1584283	1
TMEM204	TMEM204_m1584301	1
TMEM204	TMEM204_m1584307	1
TMEM204	TMEM204_m1584319	1
TMEM204	TMEM204_m1584335	1
TMEM204	TMEM204_m1584352	1
TMEM204	TMEM204_p1584275	1
TMEM204	TMEM204_p1584290	1
TMEM204	TMEM204_p1584323	1
TMEM204	TMEM204_p1584343	1
TMEM219	TMEM219_m29974464	1
TMEM219	TMEM219_m29974478	1
TMEM219	TMEM219_m29974493	1
TMEM219	TMEM219_m29974499	1
TMEM219	TMEM219_m29974514	1
TMEM219	TMEM219_m29974521	1
TMEM219	TMEM219_m29974534	1
TMEM219	TMEM219_m29974544	1
TMEM219	TMEM219_p29974484	1
TMEM219	TMEM219_p29974502	1
TMEM237	TMEM237_m202498067	1
TMEM237	TMEM237_m202501515	1
TMEM237	TMEM237_m202501556	1
TMEM237	TMEM237_m202501567	1
TMEM237	TMEM237_m202501574	1
TMEM237	TMEM237_m202501592	1
TMEM237	TMEM237_m202505617	1
TMEM237	TMEM237_p202501523	1
TMEM237	TMEM237_p202501540	1
TMEM237	TMEM237_p202505621	1
TMEM246	TMEM246_m104239262	1
TMEM246	TMEM246_m104239280	1
TMEM246	TMEM246_m104239316	1
TMEM246	TMEM246_m104239335	1
TMEM246	TMEM246_p104239232	1
TMEM246	TMEM246_p104239265	1
TMEM246	TMEM246_p104239319	1
TMEM246	TMEM246_p104239326	1
TMEM246	TMEM246_p104239338	1
TMEM246	TMEM246_p104239355	1
TMEM249	TMEM249_m145578367	1
TMEM249	TMEM249_m145578410	1
TMEM249	TMEM249_m145578415	1
TMEM249	TMEM249_m145578420	1
TMEM249	TMEM249_p145578370	1
TMEM249	TMEM249_p145578376	1
TMEM249	TMEM249_p145578381	1
TMEM249	TMEM249_p145578388	1
TMEM249	TMEM249_p145578393	1
TMEM249	TMEM249_p145578401	1
TMEM251	TMEM251_m93651762	1
TMEM251	TMEM251_m93652795	1
TMEM251	TMEM251_m93652877	1
TMEM251	TMEM251_m93652928	1
TMEM251	TMEM251_p93652622	1
TMEM251	TMEM251_p93652627	1
TMEM251	TMEM251_p93652632	1
TMEM251	TMEM251_p93652637	1
TMEM251	TMEM251_p93652739	1
TMEM251	TMEM251_p93652916	1
TMEM259	TMEM259_m1020824	1
TMEM259	TMEM259_m1020966	1
TMEM259	TMEM259_m1020982	1
TMEM259	TMEM259_p1020778	1
TMEM259	TMEM259_p1020785	1
TMEM259	TMEM259_p1020792	1
TMEM259	TMEM259_p1020809	1
TMEM259	TMEM259_p1020838	1
TMEM259	TMEM259_p1020847	1
TMEM259	TMEM259_p1020865	1
TMEM26	TMEM26_m63212745	1
TMEM26	TMEM26_m63212773	1
TMEM26	TMEM26_m63212778	1
TMEM26	TMEM26_m63212811	1
TMEM26	TMEM26_m63212829	1
TMEM26	TMEM26_m63212834	1
TMEM26	TMEM26_p63212734	1
TMEM26	TMEM26_p63212785	1
TMEM26	TMEM26_p63212790	1
TMEM26	TMEM26_p63212799	1
TMEM39B	TMEM39B_m32540568	1
TMEM39B	TMEM39B_m32540595	1
TMEM39B	TMEM39B_m32540644	1
TMEM39B	TMEM39B_m32540659	1
TMEM39B	TMEM39B_m32540671	1
TMEM39B	TMEM39B_p32540551	1
TMEM39B	TMEM39B_p32540585	1
TMEM39B	TMEM39B_p32540630	1
TMEM39B	TMEM39B_p32541192	1
TMEM39B	TMEM39B_p32541198	1
TMEM41A	TMEM41A_m185216636	1
TMEM41A	TMEM41A_m185216643	1
TMEM41A	TMEM41A_m185216714	1
TMEM41A	TMEM41A_m185216735	1
TMEM41A	TMEM41A_p185216649	1
TMEM41A	TMEM41A_p185216677	1
TMEM41A	TMEM41A_p185216683	1
TMEM41A	TMEM41A_p185216692	1
TMEM41A	TMEM41A_p185216706	1
TMEM41A	TMEM41A_p185216720	1
TMEM48	TMEM48_m54298207	1
TMEM48	TMEM48_m54301182	1
TMEM48	TMEM48_m54301260	1
TMEM48	TMEM48_m54303883	1
TMEM48	TMEM48_m54303927	1
TMEM48	TMEM48_p54298198	1
TMEM48	TMEM48_p54298228	1
TMEM48	TMEM48_p54301168	1
TMEM48	TMEM48_p54301218	1
TMEM48	TMEM48_p54303913	1
TMEM56	TMEM56_m95609565	1
TMEM56	TMEM56_m95614268	1
TMEM56	TMEM56_m95614275	1
TMEM56	TMEM56_m95614342	1
TMEM56	TMEM56_m95615814	1
TMEM56	TMEM56_m95616952	1
TMEM56	TMEM56_m95616968	1
TMEM56	TMEM56_p95614260	1
TMEM56	TMEM56_p95615785	1
TMEM56	TMEM56_p95615800	1
TMEM86A	TMEM86A_m18720444	1
TMEM86A	TMEM86A_m18722478	1
TMEM86A	TMEM86A_m18722497	1
TMEM86A	TMEM86A_m18722509	1
TMEM86A	TMEM86A_m18722562	1
TMEM86A	TMEM86A_m18722579	1
TMEM86A	TMEM86A_p18722470	1
TMEM86A	TMEM86A_p18722481	1
TMEM86A	TMEM86A_p18722546	1
TMEM86A	TMEM86A_p18722588	1
TMEM87A	TMEM87A_m42565454	1
TMEM87A	TMEM87A_m42565473	1
TMEM87A	TMEM87A_m42565482	1
TMEM87A	TMEM87A_m42565574	1
TMEM87A	TMEM87A_m42565581	1
TMEM87A	TMEM87A_m42565589	1
TMEM87A	TMEM87A_p42564269	1
TMEM87A	TMEM87A_p42565441	1
TMEM87A	TMEM87A_p42565460	1
TMEM87A	TMEM87A_p42565543	1
TMEM8A	TMEM8A_m427774	1
TMEM8A	TMEM8A_m427789	1
TMEM8A	TMEM8A_m427818	1
TMEM8A	TMEM8A_m431740	1
TMEM8A	TMEM8A_m431815	1
TMEM8A	TMEM8A_p427777	1
TMEM8A	TMEM8A_p427791	1
TMEM8A	TMEM8A_p431698	1
TMEM8A	TMEM8A_p431704	1
TMEM8A	TMEM8A_p431711	1
TMF1	TMF1_m69101125	1
TMF1	TMF1_m69101140	1
TMF1	TMF1_m69101146	1
TMF1	TMF1_m69101155	1
TMF1	TMF1_m69101161	1
TMF1	TMF1_m69101182	1
TMF1	TMF1_m69101194	1
TMF1	TMF1_p69101112	1
TMF1	TMF1_p69101167	1
TMF1	TMF1_p69101186	1
TMPO	TMPO_m98909761	1
TMPO	TMPO_m98909770	1
TMPO	TMPO_m98909833	1
TMPO	TMPO_m98909844	1
TMPO	TMPO_p98909707	1
TMPO	TMPO_p98909712	1
TMPO	TMPO_p98909772	1
TMPO	TMPO_p98909804	1
TMPO	TMPO_p98909897	1
TMPO	TMPO_p98909902	1
TNFAIP1	TNFAIP1_m26666563	1
TNFAIP1	TNFAIP1_m26666639	1
TNFAIP1	TNFAIP1_m26666671	1
TNFAIP1	TNFAIP1_m26666683	1
TNFAIP1	TNFAIP1_p26666532	1
TNFAIP1	TNFAIP1_p26666588	1
TNFAIP1	TNFAIP1_p26666595	1
TNFAIP1	TNFAIP1_p26666600	1
TNFAIP1	TNFAIP1_p26666627	1
TNFAIP1	TNFAIP1_p26666656	1
TNFRSF1A	TNFRSF1A_m6443000	1
TNFRSF1A	TNFRSF1A_m6443006	1
TNFRSF1A	TNFRSF1A_m6443258	1
TNFRSF1A	TNFRSF1A_m6443347	1
TNFRSF1A	TNFRSF1A_m6443390	1
TNFRSF1A	TNFRSF1A_p6443382	1
TNFRSF1A	TNFRSF1A_p6450934	1
TNFRSF1A	TNFRSF1A_p6450939	1
TNFRSF1A	TNFRSF1A_p6450944	1
TNFRSF1A	TNFRSF1A_p6450952	1
TNPO1	TNPO1_m72144241	1
TNPO1	TNPO1_m72144267	1
TNPO1	TNPO1_m72144309	1
TNPO1	TNPO1_m72144317	1
TNPO1	TNPO1_m72147097	1
TNPO1	TNPO1_m72151670	1
TNPO1	TNPO1_p72144212	1
TNPO1	TNPO1_p72144229	1
TNPO1	TNPO1_p72144258	1
TNPO1	TNPO1_p72151602	1
TOB2	TOB2_m41833125	1
TOB2	TOB2_m41833130	1
TOB2	TOB2_m41833169	1
TOB2	TOB2_m41833191	1
TOB2	TOB2_m41833197	1
TOB2	TOB2_m41833265	1
TOB2	TOB2_m41833330	1
TOB2	TOB2_p41833182	1
TOB2	TOB2_p41833201	1
TOB2	TOB2_p41833286	1
TOR1A	TOR1A_m132586282	1
TOR1A	TOR1A_m132586287	1
TOR1A	TOR1A_m132586303	1
TOR1A	TOR1A_m132586309	1
TOR1A	TOR1A_m132586315	1
TOR1A	TOR1A_m132586341	1
TOR1A	TOR1A_m132586351	1
TOR1A	TOR1A_m132586356	1
TOR1A	TOR1A_p132586295	1
TOR1A	TOR1A_p132586330	1
TOX3	TOX3_m52498017	1
TOX3	TOX3_m52498076	1
TOX3	TOX3_m52502422	1
TOX3	TOX3_m52502452	1
TOX3	TOX3_p52497987	1
TOX3	TOX3_p52497997	1
TOX3	TOX3_p52498002	1
TOX3	TOX3_p52498020	1
TOX3	TOX3_p52498029	1
TOX3	TOX3_p52502405	1
TP53INP2	TP53INP2_m33296544	1
TP53INP2	TP53INP2_m33296551	1
TP53INP2	TP53INP2_m33296557	1
TP53INP2	TP53INP2_m33296610	1
TP53INP2	TP53INP2_m33296616	1
TP53INP2	TP53INP2_m33296662	1
TP53INP2	TP53INP2_m33297102	1
TP53INP2	TP53INP2_p33296621	1
TP53INP2	TP53INP2_p33296644	1
TP53INP2	TP53INP2_p33297094	1
TP53RK	TP53RK_m45317972	1
TP53RK	TP53RK_m45317977	1
TP53RK	TP53RK_m45318016	1
TP53RK	TP53RK_m45318021	1
TP53RK	TP53RK_m45318028	1
TP53RK	TP53RK_m45318046	1
TP53RK	TP53RK_p45317956	1
TP53RK	TP53RK_p45317963	1
TP53RK	TP53RK_p45317982	1
TP53RK	TP53RK_p45318006	1
TP53	TP53_m7578232	1
TP53	TP53_m7578241	1
TP53	TP53_m7578255	1
TP53	TP53_m7578372	1
TP53	TP53_m7578410	1
TP53	TP53_m7578418	1
TP53	TP53_p7578258	1
TP53	TP53_p7578376	1
TP53	TP53_p7578425	1
TP53	TP53_p7578431	1
TRA2A	TRA2A_m23556041	1
TRA2A	TRA2A_m23556137	1
TRA2A	TRA2A_m23561374	1
TRA2A	TRA2A_m23571430	1
TRA2A	TRA2A_p23556022	1
TRA2A	TRA2A_p23556030	1
TRA2A	TRA2A_p23556076	1
TRA2A	TRA2A_p23556083	1
TRA2A	TRA2A_p23561345	1
TRA2A	TRA2A_p23561412	1
TRAF6	TRAF6_m36520184	1
TRAF6	TRAF6_m36522804	1
TRAF6	TRAF6_m36522811	1
TRAF6	TRAF6_m36522940	1
TRAF6	TRAF6_m36523004	1
TRAF6	TRAF6_p36522793	1
TRAF6	TRAF6_p36522906	1
TRAF6	TRAF6_p36522911	1
TRAF6	TRAF6_p36522972	1
TRAF6	TRAF6_p36523008	1
TRIM16	TRIM16_m15554821	1
TRIM16	TRIM16_m15554884	1
TRIM16	TRIM16_m15554896	1
TRIM16	TRIM16_m15554904	1
TRIM16	TRIM16_m15554913	1
TRIM16	TRIM16_p15554812	1
TRIM16	TRIM16_p15554829	1
TRIM16	TRIM16_p15554837	1
TRIM16	TRIM16_p15554870	1
TRIM16	TRIM16_p15554876	1
TRIM23	TRIM23_m64913966	1
TRIM23	TRIM23_m64914071	1
TRIM23	TRIM23_m64920040	1
TRIM23	TRIM23_m64920048	1
TRIM23	TRIM23_m64920053	1
TRIM23	TRIM23_m64920069	1
TRIM23	TRIM23_m64920091	1
TRIM23	TRIM23_p64913980	1
TRIM23	TRIM23_p64913985	1
TRIM23	TRIM23_p64920071	1
TRIP11	TRIP11_m92499537	1
TRIP11	TRIP11_m92499580	1
TRIP11	TRIP11_m92505892	1
TRIP11	TRIP11_m92505902	1
TRIP11	TRIP11_m92506020	1
TRIP11	TRIP11_p92488141	1
TRIP11	TRIP11_p92499566	1
TRIP11	TRIP11_p92505923	1
TRIP11	TRIP11_p92505978	1
TRIP11	TRIP11_p92505986	1
TRO	TRO_m54951443	1
TRO	TRO_m54951464	1
TRO	TRO_m54952097	1
TRO	TRO_p54951473	1
TRO	TRO_p54951479	1
TRO	TRO_p54952068	1
TRO	TRO_p54952081	1
TRO	TRO_p54952089	1
TRO	TRO_p54952827	1
TRO	TRO_p54952842	1
TRPM7	TRPM7_m50950007	1
TRPM7	TRPM7_m50955165	1
TRPM7	TRPM7_m50955176	1
TRPM7	TRPM7_m50955206	1
TRPM7	TRPM7_p50949986	1
TRPM7	TRPM7_p50955148	1
TRPM7	TRPM7_p50955156	1
TRPM7	TRPM7_p50955189	1
TRPM7	TRPM7_p50955210	1
TRPM7	TRPM7_p50955218	1
TSC2	TSC2_m2098617	1
TSC2	TSC2_m2098623	1
TSC2	TSC2_m2098628	1
TSC2	TSC2_m2098700	1
TSC2	TSC2_p2098630	1
TSC2	TSC2_p2098651	1
TSC2	TSC2_p2098657	1
TSC2	TSC2_p2098668	1
TSC2	TSC2_p2098680	1
TSC2	TSC2_p2098690	1
TSEN15	TSEN15_m184020922	1
TSEN15	TSEN15_m184020936	1
TSEN15	TSEN15_m184020993	1
TSEN15	TSEN15_m184021004	1
TSEN15	TSEN15_p184020925	1
TSEN15	TSEN15_p184020940	1
TSEN15	TSEN15_p184020946	1
TSEN15	TSEN15_p184020952	1
TSEN15	TSEN15_p184020965	1
TSEN15	TSEN15_p184023493	1
TSGA10	TSGA10_m99722093	1
TSGA10	TSGA10_m99725297	1
TSGA10	TSGA10_m99725342	1
TSGA10	TSGA10_m99725387	1
TSGA10	TSGA10_m99725854	1
TSGA10	TSGA10_m99725890	1
TSGA10	TSGA10_p99722120	1
TSGA10	TSGA10_p99725288	1
TSGA10	TSGA10_p99725348	1
TSGA10	TSGA10_p99725846	1
TSHZ3	TSHZ3_m31770585	1
TSHZ3	TSHZ3_m31770592	1
TSHZ3	TSHZ3_m31770601	1
TSHZ3	TSHZ3_m31770615	1
TSHZ3	TSHZ3_m31770622	1
TSHZ3	TSHZ3_m31770637	1
TSHZ3	TSHZ3_m31840116	1
TSHZ3	TSHZ3_p31770604	1
TSHZ3	TSHZ3_p31770626	1
TSHZ3	TSHZ3_p31840076	1
TSNAX	TSNAX_m231665049	1
TSNAX	TSNAX_m231665086	1
TSNAX	TSNAX_m231665099	1
TSNAX	TSNAX_p231664550	1
TSNAX	TSNAX_p231664987	1
TSNAX	TSNAX_p231664994	1
TSNAX	TSNAX_p231665038	1
TSNAX	TSNAX_p231665073	1
TSNAX	TSNAX_p231672961	1
TSNAX	TSNAX_p231672997	1
TSPYL1	TSPYL1_m116600872	1
TSPYL1	TSPYL1_m116600891	1
TSPYL1	TSPYL1_m116600978	1
TSPYL1	TSPYL1_m116600983	1
TSPYL1	TSPYL1_m116600988	1
TSPYL1	TSPYL1_p116600878	1
TSPYL1	TSPYL1_p116600898	1
TSPYL1	TSPYL1_p116600905	1
TSPYL1	TSPYL1_p116600926	1
TSPYL1	TSPYL1_p116600932	1
TSSK6	TSSK6_m19626154	1
TSSK6	TSSK6_m19626163	1
TSSK6	TSSK6_m19626177	1
TSSK6	TSSK6_m19626183	1
TSSK6	TSSK6_m19626195	1
TSSK6	TSSK6_m19626207	1
TSSK6	TSSK6_m19626231	1
TSSK6	TSSK6_p19626143	1
TSSK6	TSSK6_p19626169	1
TSSK6	TSSK6_p19626215	1
TTF2	TTF2_m117603100	1
TTF2	TTF2_m117603116	1
TTF2	TTF2_m117603146	1
TTF2	TTF2_m117605015	1
TTF2	TTF2_p117602960	1
TTF2	TTF2_p117602974	1
TTF2	TTF2_p117603090	1
TTF2	TTF2_p117603102	1
TTF2	TTF2_p117603124	1
TTF2	TTF2_p117603148	1
TTK	TTK_m80715570	1
TTK	TTK_m80715606	1
TTK	TTK_m80715655	1
TTK	TTK_m80717547	1
TTK	TTK_m80717571	1
TTK	TTK_p80715550	1
TTK	TTK_p80715560	1
TTK	TTK_p80717538	1
TTK	TTK_p80717553	1
TTK	TTK_p80717558	1
TUBB	TUBB_m30688327	1
TUBB	TUBB_m30690393	1
TUBB	TUBB_m30691374	1
TUBB	TUBB_m30691519	1
TUBB	TUBB_p30688298	1
TUBB	TUBB_p30688318	1
TUBB	TUBB_p30690701	1
TUBB	TUBB_p30691103	1
TUBB	TUBB_p30691239	1
TUBB	TUBB_p30691484	1
TUBGCP6	TUBGCP6_m50682770	1
TUBGCP6	TUBGCP6_m50682794	1
TUBGCP6	TUBGCP6_m50682801	1
TUBGCP6	TUBGCP6_m50682851	1
TUBGCP6	TUBGCP6_p50682779	1
TUBGCP6	TUBGCP6_p50682810	1
TUBGCP6	TUBGCP6_p50682817	1
TUBGCP6	TUBGCP6_p50682824	1
TUBGCP6	TUBGCP6_p50682836	1
TUBGCP6	TUBGCP6_p50682861	1
TXLNG	TXLNG_m16804659	1
TXLNG	TXLNG_m16804702	1
TXLNG	TXLNG_m16846257	1
TXLNG	TXLNG_m16846274	1
TXLNG	TXLNG_p16804599	1
TXLNG	TXLNG_p16804606	1
TXLNG	TXLNG_p16804617	1
TXLNG	TXLNG_p16804642	1
TXLNG	TXLNG_p16804651	1
TXLNG	TXLNG_p16804690	1
TYK2	TYK2_m10488922	1
TYK2	TYK2_m10488965	1
TYK2	TYK2_m10488997	1
TYK2	TYK2_m10489066	1
TYK2	TYK2_p10488886	1
TYK2	TYK2_p10488935	1
TYK2	TYK2_p10488979	1
TYK2	TYK2_p10488989	1
TYK2	TYK2_p10488999	1
TYK2	TYK2_p10489004	1
UAP1	UAP1_m162535875	1
UAP1	UAP1_m162535892	1
UAP1	UAP1_m162535943	1
UAP1	UAP1_m162535976	1
UAP1	UAP1_p162535877	1
UAP1	UAP1_p162535901	1
UAP1	UAP1_p162535926	1
UAP1	UAP1_p162535965	1
UAP1	UAP1_p162536043	1
UAP1	UAP1_p162536061	1
UBA2	UBA2_m34919362	1
UBA2	UBA2_m34919435	1
UBA2	UBA2_m34919455	1
UBA2	UBA2_m34919464	1
UBA2	UBA2_m34922764	1
UBA2	UBA2_m34922772	1
UBA2	UBA2_m34922798	1
UBA2	UBA2_p34919329	1
UBA2	UBA2_p34919364	1
UBA2	UBA2_p34921467	1
UBA3	UBA3_m69126988	1
UBA3	UBA3_m69127020	1
UBA3	UBA3_m69127047	1
UBA3	UBA3_m69127053	1
UBA3	UBA3_m69129491	1
UBA3	UBA3_m69129496	1
UBA3	UBA3_p69126949	1
UBA3	UBA3_p69126960	1
UBA3	UBA3_p69126977	1
UBA3	UBA3_p69126992	1
UBD	UBD_m29524012	1
UBD	UBD_m29524018	1
UBD	UBD_m29524030	1
UBD	UBD_m29524105	1
UBD	UBD_p29524021	1
UBD	UBD_p29524091	1
UBD	UBD_p29524096	1
UBD	UBD_p29524108	1
UBD	UBD_p29527439	1
UBD	UBD_p29527448	1
UBE2W	UBE2W_m74737457	1
UBE2W	UBE2W_m74737466	1
UBE2W	UBE2W_m74742685	1
UBE2W	UBE2W_m74791074	1
UBE2W	UBE2W_p74742629	1
UBE2W	UBE2W_p74742639	1
UBE2W	UBE2W_p74742645	1
UBE2W	UBE2W_p74791039	1
UBE2W	UBE2W_p74791077	1
UBE2W	UBE2W_p74791110	1
UBR4	UBR4_m19536603	1
UBR4	UBR4_m19536643	1
UBR4	UBR4_m19536702	1
UBR4	UBR4_m19536708	1
UBR4	UBR4_m19536714	1
UBR4	UBR4_m19536720	1
UBR4	UBR4_m19536728	1
UBR4	UBR4_p19536592	1
UBR4	UBR4_p19536607	1
UBR4	UBR4_p19536615	1
UBTF	UBTF_m42293898	1
UBTF	UBTF_m42293913	1
UBTF	UBTF_m42294067	1
UBTF	UBTF_m42295592	1
UBTF	UBTF_p42293962	1
UBTF	UBTF_p42293989	1
UBTF	UBTF_p42293997	1
UBTF	UBTF_p42294048	1
UBTF	UBTF_p42294053	1
UBTF	UBTF_p42295552	1
UFD1L	UFD1L_m19462602	1
UFD1L	UFD1L_m19462608	1
UFD1L	UFD1L_m19463020	1
UFD1L	UFD1L_m19463032	1
UFD1L	UFD1L_m19463091	1
UFD1L	UFD1L_p19462581	1
UFD1L	UFD1L_p19462588	1
UFD1L	UFD1L_p19463006	1
UFD1L	UFD1L_p19463047	1
UFD1L	UFD1L_p19463079	1
UFL1	UFL1_m96969762	1
UFL1	UFL1_m96969789	1
UFL1	UFL1_m96969796	1
UFL1	UFL1_m96969813	1
UFL1	UFL1_m96969819	1
UFL1	UFL1_p96969741	1
UFL1	UFL1_p96969753	1
UFL1	UFL1_p96969777	1
UFL1	UFL1_p96969804	1
UFL1	UFL1_p96971011	1
UHRF2	UHRF2_m6413512	1
UHRF2	UHRF2_m6413536	1
UHRF2	UHRF2_m6413560	1
UHRF2	UHRF2_m6413610	1
UHRF2	UHRF2_p6413480	1
UHRF2	UHRF2_p6413496	1
UHRF2	UHRF2_p6413519	1
UHRF2	UHRF2_p6413566	1
UHRF2	UHRF2_p6413612	1
UHRF2	UHRF2_p6420926	1
UIMC1	UIMC1_m176402417	1
UIMC1	UIMC1_m176409471	1
UIMC1	UIMC1_m176409476	1
UIMC1	UIMC1_m176409507	1
UIMC1	UIMC1_m176409523	1
UIMC1	UIMC1_m176409558	1
UIMC1	UIMC1_m176409567	1
UIMC1	UIMC1_m176409574	1
UIMC1	UIMC1_p176409463	1
UIMC1	UIMC1_p176409546	1
USF1	USF1_m161011936	1
USF1	USF1_m161011948	1
USF1	USF1_m161011954	1
USF1	USF1_m161011978	1
USF1	USF1_m161011988	1
USF1	USF1_m161011997	1
USF1	USF1_p161011902	1
USF1	USF1_p161011907	1
USF1	USF1_p161011920	1
USF1	USF1_p161011940	1
USO1	USO1_m76650049	1
USO1	USO1_m76650064	1
USO1	USO1_m76678648	1
USO1	USO1_m76691603	1
USO1	USO1_m76691988	1
USO1	USO1_p76649997	1
USO1	USO1_p76678658	1
USO1	USO1_p76691667	1
USO1	USO1_p76691975	1
USO1	USO1_p76691980	1
USP28	USP28_m113724981	1
USP28	USP28_m113725011	1
USP28	USP28_m113725019	1
USP28	USP28_m113746165	1
USP28	USP28_m113746191	1
USP28	USP28_m113746204	1
USP28	USP28_m113746216	1
USP28	USP28_p113724972	1
USP28	USP28_p113724983	1
USP28	USP28_p113725029	1
USP33	USP33_m78207062	1
USP33	USP33_m78207088	1
USP33	USP33_m78207351	1
USP33	USP33_p78204971	1
USP33	USP33_p78204980	1
USP33	USP33_p78205048	1
USP33	USP33_p78205053	1
USP33	USP33_p78206552	1
USP33	USP33_p78207068	1
USP33	USP33_p78207335	1
UTP20	UTP20_m101674061	1
UTP20	UTP20_m101674075	1
UTP20	UTP20_m101674082	1
UTP20	UTP20_m101674091	1
UTP20	UTP20_m101674100	1
UTP20	UTP20_m101674892	1
UTP20	UTP20_m101674946	1
UTP20	UTP20_p101674895	1
UTP20	UTP20_p101674949	1
UTP20	UTP20_p101679392	1
UTRN	UTRN_m144612971	1
UTRN	UTRN_m144612992	1
UTRN	UTRN_m144612997	1
UTRN	UTRN_m144613037	1
UTRN	UTRN_m144724288	1
UTRN	UTRN_m144724294	1
UTRN	UTRN_m144743025	1
UTRN	UTRN_p144612955	1
UTRN	UTRN_p144612982	1
UTRN	UTRN_p144613021	1
VEZT	VEZT_m95656695	1
VEZT	VEZT_m95656734	1
VEZT	VEZT_m95656782	1
VEZT	VEZT_p95611613	1
VEZT	VEZT_p95611628	1
VEZT	VEZT_p95645720	1
VEZT	VEZT_p95645726	1
VEZT	VEZT_p95656722	1
VEZT	VEZT_p95656768	1
VEZT	VEZT_p95656785	1
VHLL	VHLL_m156268874	1
VHLL	VHLL_m156268880	1
VHLL	VHLL_m156268891	1
VHLL	VHLL_m156268921	1
VHLL	VHLL_m156268928	1
VHLL	VHLL_m156268936	1
VHLL	VHLL_m156268966	1
VHLL	VHLL_m156268974	1
VHLL	VHLL_p156268894	1
VHLL	VHLL_p156268907	1
VPRBP	VPRBP_m51504978	1
VPRBP	VPRBP_m51517736	1
VPRBP	VPRBP_m51517753	1
VPRBP	VPRBP_m51517783	1
VPRBP	VPRBP_m51517792	1
VPRBP	VPRBP_m51517822	1
VPRBP	VPRBP_m51517831	1
VPRBP	VPRBP_p51504949	1
VPRBP	VPRBP_p51517720	1
VPRBP	VPRBP_p51517725	1
WDR19	WDR19_m39187425	1
WDR19	WDR19_m39191317	1
WDR19	WDR19_m39191364	1
WDR19	WDR19_p39187379	1
WDR19	WDR19_p39187414	1
WDR19	WDR19_p39188201	1
WDR19	WDR19_p39191274	1
WDR19	WDR19_p39191285	1
WDR19	WDR19_p39191334	1
WDR19	WDR19_p39191372	1
WDR20	WDR20_m102606315	1
WDR20	WDR20_m102606361	1
WDR20	WDR20_p102606247	1
WDR20	WDR20_p102606254	1
WDR20	WDR20_p102606262	1
WDR20	WDR20_p102606297	1
WDR20	WDR20_p102606302	1
WDR20	WDR20_p102606328	1
WDR20	WDR20_p102606339	1
WDR20	WDR20_p102606348	1
WDR37	WDR37_m1118101	1
WDR37	WDR37_m1118156	1
WDR37	WDR37_m1118163	1
WDR37	WDR37_m1123861	1
WDR37	WDR37_p1118166	1
WDR37	WDR37_p1118172	1
WDR37	WDR37_p1118177	1
WDR37	WDR37_p1118182	1
WDR37	WDR37_p1118206	1
WDR37	WDR37_p1123845	1
WDR43	WDR43_m29117632	1
WDR43	WDR43_m29117646	1
WDR43	WDR43_m29117661	1
WDR43	WDR43_m29117667	1
WDR43	WDR43_p29117551	1
WDR43	WDR43_p29117558	1
WDR43	WDR43_p29117635	1
WDR43	WDR43_p29117648	1
WDR43	WDR43_p29117671	1
WDR43	WDR43_p29117682	1
WDR47	WDR47_m109560200	1
WDR47	WDR47_m109560208	1
WDR47	WDR47_m109566009	1
WDR47	WDR47_m109566021	1
WDR47	WDR47_m109566028	1
WDR47	WDR47_m109566034	1
WDR47	WDR47_m109566040	1
WDR47	WDR47_p109554307	1
WDR47	WDR47_p109566013	1
WDR47	WDR47_p109566049	1
WDR48	WDR48_m39093526	1
WDR48	WDR48_m39104547	1
WDR48	WDR48_m39104581	1
WDR48	WDR48_m39104637	1
WDR48	WDR48_p39093511	1
WDR48	WDR48_p39093529	1
WDR48	WDR48_p39093542	1
WDR48	WDR48_p39104564	1
WDR48	WDR48_p39104584	1
WDR48	WDR48_p39104640	1
WDR59	WDR59_m74990427	1
WDR59	WDR59_m74990434	1
WDR59	WDR59_m74999672	1
WDR59	WDR59_m74999693	1
WDR59	WDR59_m74999704	1
WDR59	WDR59_m75018863	1
WDR59	WDR59_p74990385	1
WDR59	WDR59_p74990451	1
WDR59	WDR59_p74990485	1
WDR59	WDR59_p75018851	1
WDR73	WDR73_m85196861	1
WDR73	WDR73_m85196900	1
WDR73	WDR73_m85197496	1
WDR73	WDR73_p85191824	1
WDR73	WDR73_p85195951	1
WDR73	WDR73_p85196014	1
WDR73	WDR73_p85196872	1
