Gene	sgRNA	eff
EBF4	EBF4_p2674339	1
EBF4	EBF4_p2674361	1
EBF4	EBF4_p2674368	1
EBF4	EBF4_p2674374	1
EBF4	EBF4_p2674398	1
EBF4	EBF4_p2674406	1
EDNRB	EDNRB_m78492605	1
EDNRB	EDNRB_m78492635	1
EDNRB	EDNRB_m78492642	1
EDNRB	EDNRB_m78492652	1
EDNRB	EDNRB_m78492665	1
EDNRB	EDNRB_m78492674	1
EDNRB	EDNRB_m78492685	1
EDNRB	EDNRB_p78492592	1
EDNRB	EDNRB_p78492654	1
EDNRB	EDNRB_p78492676	1
EED	EED_m85956278	1
EED	EED_m85956301	1
EED	EED_m85956319	1
EED	EED_m85956364	1
EED	EED_m85956369	1
EED	EED_m85961381	1
EED	EED_m85961391	1
EED	EED_p85956260	1
EED	EED_p85956282	1
EED	EED_p85961340	1
EFNB1	EFNB1_m68049695	1
EFNB1	EFNB1_p68049610	1
EFNB1	EFNB1_p68049620	1
EFNB1	EFNB1_p68049625	1
EFNB1	EFNB1_p68049632	1
EFNB1	EFNB1_p68049639	1
EFNB1	EFNB1_p68049645	1
EFNB1	EFNB1_p68049653	1
EFNB1	EFNB1_p68049665	1
EFNB1	EFNB1_p68049681	1
EGFR	EGFR_m55087005	1
EGFR	EGFR_m55209977	1
EGFR	EGFR_m55209985	1
EGFR	EGFR_p55086961	1
EGFR	EGFR_p55086966	1
EGFR	EGFR_p55086971	1
EGFR	EGFR_p55086993	1
EGFR	EGFR_p55087016	1
EGFR	EGFR_p55087023	1
EGFR	EGFR_p55209991	1
EID2B	EID2B_m40023302	1
EID2B	EID2B_m40023307	1
EID2B	EID2B_m40023345	1
EID2B	EID2B_m40023377	1
EID2B	EID2B_m40023420	1
EID2B	EID2B_m40023427	1
EID2B	EID2B_p40023349	1
EID2B	EID2B_p40023362	1
EID2B	EID2B_p40023379	1
EID2B	EID2B_p40023410	1
EIF2AK4	EIF2AK4_m40226431	1
EIF2AK4	EIF2AK4_m40226441	1
EIF2AK4	EIF2AK4_m40226455	1
EIF2AK4	EIF2AK4_m40226485	1
EIF2AK4	EIF2AK4_m40226493	1
EIF2AK4	EIF2AK4_p40226381	1
EIF2AK4	EIF2AK4_p40226443	1
EIF2AK4	EIF2AK4_p40226458	1
EIF2AK4	EIF2AK4_p40226464	1
EIF2AK4	EIF2AK4_p40226477	1
EIF4A3	EIF4A3_m78120660	1
EIF4A3	EIF4A3_m78120666	1
EIF4A3	EIF4A3_m78120684	1
EIF4A3	EIF4A3_m78120702	1
EIF4A3	EIF4A3_m78120715	1
EIF4A3	EIF4A3_m78120726	1
EIF4A3	EIF4A3_m78120731	1
EIF4A3	EIF4A3_m78120741	1
EIF4A3	EIF4A3_m78120750	1
EIF4A3	EIF4A3_p78120649	1
EIF4E	EIF4E_m99802277	1
EIF4E	EIF4E_m99802282	1
EIF4E	EIF4E_m99806198	1
EIF4E	EIF4E_m99850071	1
EIF4E	EIF4E_m99850094	1
EIF4E	EIF4E_m99850103	1
EIF4E	EIF4E_m99850247	1
EIF4E	EIF4E_p99812409	1
EIF4E	EIF4E_p99823015	1
EIF4E	EIF4E_p99850062	1
EIF4G3	EIF4G3_m21307623	1
EIF4G3	EIF4G3_m21307652	1
EIF4G3	EIF4G3_p21307631	1
EIF4G3	EIF4G3_p21307639	1
EIF4G3	EIF4G3_p21307656	1
EIF4G3	EIF4G3_p21307670	1
EIF4G3	EIF4G3_p21307685	1
EIF4G3	EIF4G3_p21307692	1
EIF4G3	EIF4G3_p21329192	1
EIF4G3	EIF4G3_p21329200	1
ELAC1	ELAC1_m48500851	1
ELAC1	ELAC1_m48500920	1
ELAC1	ELAC1_m48510477	1
ELAC1	ELAC1_p48500761	1
ELAC1	ELAC1_p48500776	1
ELAC1	ELAC1_p48500808	1
ELAC1	ELAC1_p48500832	1
ELAC1	ELAC1_p48500840	1
ELAC1	ELAC1_p48500864	1
ELAC1	ELAC1_p48510479	1
ELF4	ELF4_m129208653	1
ELF4	ELF4_m129208693	1
ELF4	ELF4_m129215231	1
ELF4	ELF4_m129215249	1
ELF4	ELF4_m129215254	1
ELF4	ELF4_p129208658	1
ELF4	ELF4_p129208683	1
ELF4	ELF4_p129208695	1
ELF4	ELF4_p129215262	1
ELF4	ELF4_p129215270	1
ELK1	ELK1_m47500716	1
ELK1	ELK1_m47500722	1
ELK1	ELK1_m47500731	1
ELK1	ELK1_m47500748	1
ELK1	ELK1_m47500755	1
ELK1	ELK1_m47500765	1
ELK1	ELK1_m47500781	1
ELK1	ELK1_m47500787	1
ELK1	ELK1_m47500819	1
ELK1	ELK1_p47500811	1
ELK3	ELK3_m96617426	1
ELK3	ELK3_m96617531	1
ELK3	ELK3_p96617345	1
ELK3	ELK3_p96617370	1
ELK3	ELK3_p96617399	1
ELK3	ELK3_p96617413	1
ELK3	ELK3_p96617445	1
ELK3	ELK3_p96617456	1
ELK3	ELK3_p96640710	1
ELK3	ELK3_p96640717	1
ELK4	ELK4_m205592877	1
ELK4	ELK4_m205592920	1
ELK4	ELK4_m205592935	1
ELK4	ELK4_m205592989	1
ELK4	ELK4_p205592808	1
ELK4	ELK4_p205592834	1
ELK4	ELK4_p205592908	1
ELK4	ELK4_p205592946	1
ELK4	ELK4_p205592958	1
ELK4	ELK4_p205592970	1
EMX2	EMX2_m119302786	1
EMX2	EMX2_m119302796	1
EMX2	EMX2_m119302812	1
EMX2	EMX2_m119302842	1
EMX2	EMX2_m119302847	1
EMX2	EMX2_m119302868	1
EMX2	EMX2_m119302873	1
EMX2	EMX2_m119302878	1
EMX2	EMX2_p119302768	1
EMX2	EMX2_p119302801	1
EN2	EN2_m155251090	1
EN2	EN2_m155251199	1
EN2	EN2_m155251206	1
EN2	EN2_p155251092	1
EN2	EN2_p155251099	1
EN2	EN2_p155251106	1
EN2	EN2_p155251113	1
EN2	EN2_p155251170	1
EN2	EN2_p155251177	1
EN2	EN2_p155251184	1
ENC1	ENC1_m73931942	1
ENC1	ENC1_m73931985	1
ENC1	ENC1_m73932054	1
ENC1	ENC1_m73932063	1
ENC1	ENC1_m73932080	1
ENC1	ENC1_p73931964	1
ENC1	ENC1_p73932005	1
ENC1	ENC1_p73932013	1
ENC1	ENC1_p73932042	1
ENC1	ENC1_p73932070	1
EPB49	EPB49_m21925041	1
EPB49	EPB49_m21925088	1
EPB49	EPB49_m21925105	1
EPB49	EPB49_p21924372	1
EPB49	EPB49_p21924382	1
EPB49	EPB49_p21925024	1
EPB49	EPB49_p21925033	1
EPB49	EPB49_p21925048	1
EPB49	EPB49_p21925054	1
EPB49	EPB49_p21925095	1
EPHB2	EPHB2_m23037527	1
EPHB2	EPHB2_m23107931	1
EPHB2	EPHB2_m23110937	1
EPHB2	EPHB2_p23037464	1
EPHB2	EPHB2_p23037471	1
EPHB2	EPHB2_p23107934	1
EPHB2	EPHB2_p23107954	1
EPHB2	EPHB2_p23110916	1
EPHB2	EPHB2_p23110951	1
EPHB2	EPHB2_p23110957	1
EPHX2	EPHX2_m27361160	1
EPHX2	EPHX2_m27361246	1
EPHX2	EPHX2_m27362491	1
EPHX2	EPHX2_m27362496	1
EPHX2	EPHX2_m27362502	1
EPHX2	EPHX2_m27362533	1
EPHX2	EPHX2_p27361258	1
EPHX2	EPHX2_p27362481	1
EPHX2	EPHX2_p27362507	1
EPHX2	EPHX2_p27362512	1
EPN1	EPN1_m56189994	1
EPN1	EPN1_m56190003	1
EPN1	EPN1_m56190009	1
EPN1	EPN1_m56190019	1
EPN1	EPN1_m56190037	1
EPN1	EPN1_m56190097	1
EPN1	EPN1_m56190102	1
EPN1	EPN1_p56190028	1
EPN1	EPN1_p56190040	1
EPN1	EPN1_p56190049	1
EPS15L1	EPS15L1_m16552709	1
EPS15L1	EPS15L1_m16552722	1
EPS15L1	EPS15L1_m16552771	1
EPS15L1	EPS15L1_m16552785	1
EPS15L1	EPS15L1_m16552990	1
EPS15L1	EPS15L1_m16553022	1
EPS15L1	EPS15L1_p16552763	1
EPS15L1	EPS15L1_p16553003	1
EPS15L1	EPS15L1_p16582708	1
EPS15L1	EPS15L1_p16582713	1
ERBB2IP	ERBB2IP_m65288688	1
ERBB2IP	ERBB2IP_m65290616	1
ERBB2IP	ERBB2IP_m65290640	1
ERBB2IP	ERBB2IP_m65290647	1
ERBB2IP	ERBB2IP_m65290657	1
ERBB2IP	ERBB2IP_m65307936	1
ERBB2IP	ERBB2IP_p65288557	1
ERBB2IP	ERBB2IP_p65288579	1
ERBB2IP	ERBB2IP_p65288713	1
ERBB2IP	ERBB2IP_p65290670	1
ERN2	ERN2_m23724536	1
ERN2	ERN2_m23724542	1
ERN2	ERN2_m23724551	1
ERN2	ERN2_m23724572	1
ERN2	ERN2_m23724577	1
ERN2	ERN2_m23724617	1
ERN2	ERN2_m23724641	1
ERN2	ERN2_m23724646	1
ERN2	ERN2_p23724515	1
ERN2	ERN2_p23724522	1
ESF1	ESF1_m13763382	1
ESF1	ESF1_m13763541	1
ESF1	ESF1_m13763590	1
ESF1	ESF1_m13763629	1
ESF1	ESF1_m13763734	1
ESF1	ESF1_m13763744	1
ESF1	ESF1_m13763753	1
ESF1	ESF1_p13763339	1
ESF1	ESF1_p13763414	1
ESF1	ESF1_p13763528	1
ESR1	ESR1_m152129048	1
ESR1	ESR1_m152129064	1
ESR1	ESR1_m152129069	1
ESR1	ESR1_m152129123	1
ESR1	ESR1_m152129162	1
ESR1	ESR1_m152129178	1
ESR1	ESR1_m152129212	1
ESR1	ESR1_p152129056	1
ESR1	ESR1_p152129083	1
ESR1	ESR1_p152129094	1
ETHE1	ETHE1_m44031273	1
ETHE1	ETHE1_m44031278	1
ETHE1	ETHE1_m44031299	1
ETHE1	ETHE1_m44031310	1
ETHE1	ETHE1_m44031322	1
ETHE1	ETHE1_p44030779	1
ETHE1	ETHE1_p44030792	1
ETHE1	ETHE1_p44031235	1
ETHE1	ETHE1_p44031242	1
ETHE1	ETHE1_p44031280	1
EWSR1	EWSR1_m29669799	1
EWSR1	EWSR1_m29669808	1
EWSR1	EWSR1_m29669846	1
EWSR1	EWSR1_m29674192	1
EWSR1	EWSR1_m29674200	1
EWSR1	EWSR1_m29682970	1
EWSR1	EWSR1_m29683057	1
EWSR1	EWSR1_m29683076	1
EWSR1	EWSR1_p29668378	1
EWSR1	EWSR1_p29674183	1
EXOSC9	EXOSC9_m122722580	1
EXOSC9	EXOSC9_m122722594	1
EXOSC9	EXOSC9_m122722614	1
EXOSC9	EXOSC9_m122722620	1
EXOSC9	EXOSC9_m122722631	1
EXOSC9	EXOSC9_m122723003	1
EXOSC9	EXOSC9_p122722623	1
EXOSC9	EXOSC9_p122722969	1
EXOSC9	EXOSC9_p122722991	1
EXOSC9	EXOSC9_p122723011	1
FAM105B	FAM105B_m14664956	1
FAM105B	FAM105B_m14664961	1
FAM105B	FAM105B_m14664973	1
FAM105B	FAM105B_m14665057	1
FAM105B	FAM105B_m14665063	1
FAM105B	FAM105B_m14665077	1
FAM105B	FAM105B_m14673768	1
FAM105B	FAM105B_p14664920	1
FAM105B	FAM105B_p14664975	1
FAM105B	FAM105B_p14673735	1
FAM110A	FAM110A_m825448	1
FAM110A	FAM110A_m825489	1
FAM110A	FAM110A_m825494	1
FAM110A	FAM110A_m825503	1
FAM110A	FAM110A_m825514	1
FAM110A	FAM110A_m825584	1
FAM110A	FAM110A_p825538	1
FAM110A	FAM110A_p825554	1
FAM110A	FAM110A_p825563	1
FAM110A	FAM110A_p825575	1
FAM118A	FAM118A_m45719090	1
FAM118A	FAM118A_m45719103	1
FAM118A	FAM118A_m45719141	1
FAM118A	FAM118A_m45719148	1
FAM118A	FAM118A_m45719153	1
FAM118A	FAM118A_m45719183	1
FAM118A	FAM118A_p45719095	1
FAM118A	FAM118A_p45719112	1
FAM118A	FAM118A_p45719157	1
FAM118A	FAM118A_p45719169	1
FAM127B	FAM127B_m134185348	1
FAM127B	FAM127B_m134186099	1
FAM127B	FAM127B_m134186113	1
FAM127B	FAM127B_m134186128	1
FAM127B	FAM127B_m134186133	1
FAM127B	FAM127B_p134185353	1
FAM127B	FAM127B_p134185359	1
FAM127B	FAM127B_p134185374	1
FAM127B	FAM127B_p134185825	1
FAM127B	FAM127B_p134185872	1
FAM134A	FAM134A_m220043139	1
FAM134A	FAM134A_m220043145	1
FAM134A	FAM134A_m220043163	1
FAM134A	FAM134A_m220043180	1
FAM134A	FAM134A_m220043213	1
FAM134A	FAM134A_p220043071	1
FAM134A	FAM134A_p220043154	1
FAM134A	FAM134A_p220043166	1
FAM134A	FAM134A_p220043172	1
FAM134A	FAM134A_p220043222	1
FAM13C	FAM13C_m61083819	1
FAM13C	FAM13C_m61083853	1
FAM13C	FAM13C_m61112031	1
FAM13C	FAM13C_m61112042	1
FAM13C	FAM13C_m61112050	1
FAM13C	FAM13C_m61112086	1
FAM13C	FAM13C_p61083824	1
FAM13C	FAM13C_p61112022	1
FAM13C	FAM13C_p61112056	1
FAM13C	FAM13C_p61112065	1
FAM171B	FAM171B_m187558927	1
FAM171B	FAM171B_m187558934	1
FAM171B	FAM171B_m187558947	1
FAM171B	FAM171B_m187558981	1
FAM171B	FAM171B_m187558988	1
FAM171B	FAM171B_m187559007	1
FAM171B	FAM171B_m187559012	1
FAM171B	FAM171B_p187558886	1
FAM171B	FAM171B_p187558895	1
FAM171B	FAM171B_p187558949	1
FAM172A	FAM172A_m93159875	1
FAM172A	FAM172A_m93159918	1
FAM172A	FAM172A_m93159936	1
FAM172A	FAM172A_m93300200	1
FAM172A	FAM172A_m93386437	1
FAM172A	FAM172A_p93159938	1
FAM172A	FAM172A_p93217314	1
FAM172A	FAM172A_p93386464	1
FAM172A	FAM172A_p93388839	1
FAM172A	FAM172A_p93388847	1
FAM177B	FAM177B_m222919907	1
FAM177B	FAM177B_m222919919	1
FAM177B	FAM177B_m222922819	1
FAM177B	FAM177B_m222922859	1
FAM177B	FAM177B_p222919878	1
FAM177B	FAM177B_p222919985	1
FAM177B	FAM177B_p222919991	1
FAM177B	FAM177B_p222922802	1
FAM177B	FAM177B_p222922823	1
FAM177B	FAM177B_p222922869	1
FAM178A	FAM178A_m102672935	1
FAM178A	FAM178A_m102672944	1
FAM178A	FAM178A_m102672954	1
FAM178A	FAM178A_m102672964	1
FAM178A	FAM178A_p102672853	1
FAM178A	FAM178A_p102672871	1
FAM178A	FAM178A_p102672876	1
FAM178A	FAM178A_p102672956	1
FAM178A	FAM178A_p102672978	1
FAM178A	FAM178A_p102676352	1
FAM181A	FAM181A_m94394641	1
FAM181A	FAM181A_m94394678	1
FAM181A	FAM181A_m94394686	1
FAM181A	FAM181A_m94394704	1
FAM181A	FAM181A_m94394716	1
FAM181A	FAM181A_m94394721	1
FAM181A	FAM181A_m94394726	1
FAM181A	FAM181A_m94394734	1
FAM181A	FAM181A_m94394741	1
FAM181A	FAM181A_p94394657	1
FAM184A	FAM184A_m119345458	1
FAM184A	FAM184A_m119345464	1
FAM184A	FAM184A_m119345496	1
FAM184A	FAM184A_m119345521	1
FAM184A	FAM184A_m119345551	1
FAM184A	FAM184A_m119345651	1
FAM184A	FAM184A_m119345728	1
FAM184A	FAM184A_p119345486	1
FAM184A	FAM184A_p119345671	1
FAM184A	FAM184A_p119345680	1
FAM185A	FAM185A_m102389666	1
FAM185A	FAM185A_m102389768	1
FAM185A	FAM185A_m102401768	1
FAM185A	FAM185A_p102389719	1
FAM185A	FAM185A_p102389727	1
FAM185A	FAM185A_p102389759	1
FAM185A	FAM185A_p102389772	1
FAM185A	FAM185A_p102389777	1
FAM185A	FAM185A_p102389810	1
FAM185A	FAM185A_p102412859	1
FAM188B	FAM188B_m30811140	1
FAM188B	FAM188B_m30811146	1
FAM188B	FAM188B_m30811162	1
FAM188B	FAM188B_p30811105	1
FAM188B	FAM188B_p30811111	1
FAM188B	FAM188B_p30811126	1
FAM188B	FAM188B_p30811131	1
FAM188B	FAM188B_p30811150	1
FAM188B	FAM188B_p30818052	1
FAM188B	FAM188B_p30818058	1
FAM189A2	FAM189A2_m71951173	1
FAM189A2	FAM189A2_m71986452	1
FAM189A2	FAM189A2_m71986493	1
FAM189A2	FAM189A2_m71986505	1
FAM189A2	FAM189A2_m71986513	1
FAM189A2	FAM189A2_p71986419	1
FAM189A2	FAM189A2_p71986444	1
FAM189A2	FAM189A2_p71986456	1
FAM189A2	FAM189A2_p71986465	1
FAM189A2	FAM189A2_p71990639	1
FAM189B	FAM189B_m155224558	1
FAM189B	FAM189B_m155224613	1
FAM189B	FAM189B_p155224560	1
FAM189B	FAM189B_p155224565	1
FAM189B	FAM189B_p155224571	1
FAM189B	FAM189B_p155224577	1
FAM189B	FAM189B_p155224586	1
FAM189B	FAM189B_p155224619	1
FAM189B	FAM189B_p155224633	1
FAM189B	FAM189B_p155224638	1
FAM194B	FAM194B_m46170944	1
FAM194B	FAM194B_m46170950	1
FAM194B	FAM194B_m46170956	1
FAM194B	FAM194B_m46171010	1
FAM194B	FAM194B_m46171022	1
FAM194B	FAM194B_m46171046	1
FAM194B	FAM194B_p46170967	1
FAM194B	FAM194B_p46171036	1
FAM194B	FAM194B_p46171050	1
FAM194B	FAM194B_p46171058	1
FAM196A	FAM196A_m128974518	1
FAM196A	FAM196A_m128974589	1
FAM196A	FAM196A_m128974607	1
FAM196A	FAM196A_m128974619	1
FAM196A	FAM196A_m128974649	1
FAM196A	FAM196A_p128974505	1
FAM196A	FAM196A_p128974562	1
FAM196A	FAM196A_p128974568	1
FAM196A	FAM196A_p128974578	1
FAM196A	FAM196A_p128974638	1
FAM196B	FAM196B_m169310776	1
FAM196B	FAM196B_m169310796	1
FAM196B	FAM196B_m169310812	1
FAM196B	FAM196B_p169310712	1
FAM196B	FAM196B_p169310730	1
FAM196B	FAM196B_p169310738	1
FAM196B	FAM196B_p169310749	1
FAM196B	FAM196B_p169310778	1
FAM196B	FAM196B_p169310801	1
FAM196B	FAM196B_p169310852	1
FAM19A3	FAM19A3_m113264914	1
FAM19A3	FAM19A3_p113264844	1
FAM19A3	FAM19A3_p113264853	1
FAM19A3	FAM19A3_p113264859	1
FAM19A3	FAM19A3_p113264866	1
FAM19A3	FAM19A3_p113264874	1
FAM19A3	FAM19A3_p113264881	1
FAM19A3	FAM19A3_p113264893	1
FAM19A3	FAM19A3_p113264898	1
FAM19A3	FAM19A3_p113264904	1
FAM19A5	FAM19A5_m49042420	1
FAM19A5	FAM19A5_m49042444	1
FAM19A5	FAM19A5_m49042463	1
FAM19A5	FAM19A5_m49042483	1
FAM19A5	FAM19A5_m49042492	1
FAM19A5	FAM19A5_p49042394	1
FAM19A5	FAM19A5_p49042401	1
FAM19A5	FAM19A5_p49042424	1
FAM19A5	FAM19A5_p49042429	1
FAM19A5	FAM19A5_p49042447	1
FAM204A	FAM204A_m120095093	1
FAM204A	FAM204A_m120095830	1
FAM204A	FAM204A_m120095844	1
FAM204A	FAM204A_m120095854	1
FAM204A	FAM204A_m120095872	1
FAM204A	FAM204A_p120094681	1
FAM204A	FAM204A_p120094694	1
FAM204A	FAM204A_p120095687	1
FAM204A	FAM204A_p120095878	1
FAM204A	FAM204A_p120095883	1
FAM206A	FAM206A_m111696767	1
FAM206A	FAM206A_m111696776	1
FAM206A	FAM206A_m111696781	1
FAM206A	FAM206A_m111696788	1
FAM206A	FAM206A_m111696805	1
FAM206A	FAM206A_p111696792	1
FAM206A	FAM206A_p111696822	1
FAM206A	FAM206A_p111697947	1
FAM206A	FAM206A_p111698584	1
FAM206A	FAM206A_p111698612	1
FAM217B	FAM217B_m58519476	1
FAM217B	FAM217B_m58519515	1
FAM217B	FAM217B_m58519660	1
FAM217B	FAM217B_m58519759	1
FAM217B	FAM217B_m58519771	1
FAM217B	FAM217B_m58519801	1
FAM217B	FAM217B_m58519808	1
FAM217B	FAM217B_p58519545	1
FAM217B	FAM217B_p58519690	1
FAM217B	FAM217B_p58519695	1
FAM229A	FAM229A_m32827601	1
FAM229A	FAM229A_m32827607	1
FAM229A	FAM229A_m32827613	1
FAM229A	FAM229A_m32827643	1
FAM229A	FAM229A_m32827671	1
FAM229A	FAM229A_p32827615	1
FAM229A	FAM229A_p32827621	1
FAM229A	FAM229A_p32827635	1
FAM229A	FAM229A_p32827645	1
FAM229A	FAM229A_p32827650	1
FAM229B	FAM229B_m112420508	1
FAM229B	FAM229B_m112420525	1
FAM229B	FAM229B_m112420561	1
FAM229B	FAM229B_m112420583	1
FAM229B	FAM229B_p112420493	1
FAM229B	FAM229B_p112420510	1
FAM229B	FAM229B_p112420533	1
FAM229B	FAM229B_p112420540	1
FAM229B	FAM229B_p112420567	1
FAM229B	FAM229B_p112420572	1
FAM3D	FAM3D_m58639407	1
FAM3D	FAM3D_m58639464	1
FAM3D	FAM3D_m58639493	1
FAM3D	FAM3D_m58641279	1
FAM3D	FAM3D_p58635039	1
FAM3D	FAM3D_p58635046	1
FAM3D	FAM3D_p58639397	1
FAM3D	FAM3D_p58639455	1
FAM3D	FAM3D_p58639466	1
FAM3D	FAM3D_p58639472	1
FAM49A	FAM49A_m16746932	1
FAM49A	FAM49A_m16746938	1
FAM49A	FAM49A_m16746948	1
FAM49A	FAM49A_m16746978	1
FAM49A	FAM49A_m16747003	1
FAM49A	FAM49A_m16747019	1
FAM49A	FAM49A_m16769359	1
FAM49A	FAM49A_p16745326	1
FAM49A	FAM49A_p16746905	1
FAM49A	FAM49A_p16746960	1
FAM5C	FAM5C_m190423868	1
FAM5C	FAM5C_m190423914	1
FAM5C	FAM5C_m190423938	1
FAM5C	FAM5C_m190423963	1
FAM5C	FAM5C_m190423968	1
FAM5C	FAM5C_m190423977	1
FAM5C	FAM5C_m190424000	1
FAM5C	FAM5C_p190423841	1
FAM5C	FAM5C_p190423857	1
FAM5C	FAM5C_p190423870	1
FAM71C	FAM71C_m100041976	1
FAM71C	FAM71C_m100042000	1
FAM71C	FAM71C_m100042084	1
FAM71C	FAM71C_m100042151	1
FAM71C	FAM71C_m100042186	1
FAM71C	FAM71C_p100041963	1
FAM71C	FAM71C_p100042005	1
FAM71C	FAM71C_p100042052	1
FAM71C	FAM71C_p100042134	1
FAM71C	FAM71C_p100042143	1
FAM83B	FAM83B_m54735054	1
FAM83B	FAM83B_m54735069	1
FAM83B	FAM83B_m54735110	1
FAM83B	FAM83B_m54735138	1
FAM83B	FAM83B_m54735190	1
FAM83B	FAM83B_m54735250	1
FAM83B	FAM83B_p54735097	1
FAM83B	FAM83B_p54735102	1
FAM83B	FAM83B_p54735169	1
FAM83B	FAM83B_p54735196	1
FAM84B	FAM84B_m127569550	1
FAM84B	FAM84B_m127569564	1
FAM84B	FAM84B_m127569569	1
FAM84B	FAM84B_m127569582	1
FAM84B	FAM84B_m127569594	1
FAM84B	FAM84B_m127569621	1
FAM84B	FAM84B_p127569496	1
FAM84B	FAM84B_p127569552	1
FAM84B	FAM84B_p127569585	1
FAM84B	FAM84B_p127569603	1
FAM86A	FAM86A_m5139224	1
FAM86A	FAM86A_m5140516	1
FAM86A	FAM86A_m5140532	1
FAM86A	FAM86A_m5143514	1
FAM86A	FAM86A_p5140225	1
FAM86A	FAM86A_p5140231	1
FAM86A	FAM86A_p5140429	1
FAM86A	FAM86A_p5140518	1
FAM86A	FAM86A_p5143505	1
FAM86A	FAM86A_p5147658	1
FAM90A1	FAM90A1_m8375108	1
FAM90A1	FAM90A1_m8376715	1
FAM90A1	FAM90A1_m8376777	1
FAM90A1	FAM90A1_p8375093	1
FAM90A1	FAM90A1_p8375159	1
FAM90A1	FAM90A1_p8375257	1
FAM90A1	FAM90A1_p8375298	1
FAM90A1	FAM90A1_p8376129	1
FAM90A1	FAM90A1_p8376636	1
FAM90A1	FAM90A1_p8376651	1
FANCI	FANCI_m89790948	1
FANCI	FANCI_m89801948	1
FANCI	FANCI_m89801998	1
FANCI	FANCI_m89803951	1
FANCI	FANCI_p89790935	1
FANCI	FANCI_p89801985	1
FANCI	FANCI_p89803955	1
FANCI	FANCI_p89803989	1
FANCI	FANCI_p89803998	1
FANCI	FANCI_p89804035	1
FBXO25	FBXO25_m401267	1
FBXO25	FBXO25_m401281	1
FBXO25	FBXO25_m401291	1
FBXO25	FBXO25_m401320	1
FBXO25	FBXO25_p400010	1
FBXO25	FBXO25_p400015	1
FBXO25	FBXO25_p401327	1
FBXO25	FBXO25_p401333	1
FBXO25	FBXO25_p401350	1
FBXO25	FBXO25_p401367	1
FBXO31	FBXO31_m87417124	1
FBXO31	FBXO31_m87417206	1
FBXO31	FBXO31_m87417302	1
FBXO31	FBXO31_m87417321	1
FBXO31	FBXO31_m87417327	1
FBXO31	FBXO31_p87417141	1
FBXO31	FBXO31_p87417212	1
FBXO31	FBXO31_p87417236	1
FBXO31	FBXO31_p87417251	1
FBXO31	FBXO31_p87417294	1
FBXO3	FBXO3_m33792324	1
FBXO3	FBXO3_m33796021	1
FBXO3	FBXO3_m33796033	1
FBXO3	FBXO3_p33792326	1
FBXO3	FBXO3_p33792357	1
FBXO3	FBXO3_p33795962	1
FBXO3	FBXO3_p33795985	1
FBXO3	FBXO3_p33795993	1
FBXO3	FBXO3_p33796004	1
FBXO3	FBXO3_p33796013	1
FKBP3	FKBP3_m45599936	1
FKBP3	FKBP3_m45599945	1
FKBP3	FKBP3_m45603553	1
FKBP3	FKBP3_m45603564	1
FKBP3	FKBP3_m45603592	1
FKBP3	FKBP3_m45603637	1
FKBP3	FKBP3_p45599918	1
FKBP3	FKBP3_p45603575	1
FKBP3	FKBP3_p45603621	1
FKBP3	FKBP3_p45603626	1
FLI1	FLI1_m128651867	1
FLI1	FLI1_m128651879	1
FLI1	FLI1_m128651888	1
FLI1	FLI1_m128651897	1
FLI1	FLI1_m128675264	1
FLI1	FLI1_m128677128	1
FLI1	FLI1_p128651841	1
FLI1	FLI1_p128675272	1
FLI1	FLI1_p128677101	1
FLI1	FLI1_p128679046	1
FLII	FLII_m18160242	1
FLII	FLII_m18160248	1
FLII	FLII_m18160268	1
FLII	FLII_m18160291	1
FLII	FLII_m18160308	1
FLII	FLII_p18160251	1
FLII	FLII_p18160272	1
FLII	FLII_p18160282	1
FLII	FLII_p18160298	1
FLII	FLII_p18160314	1
FOPNL	FOPNL_m15973721	1
FOPNL	FOPNL_m15977866	1
FOPNL	FOPNL_m15982416	1
FOPNL	FOPNL_p15973679	1
FOPNL	FOPNL_p15973702	1
FOPNL	FOPNL_p15973711	1
FOPNL	FOPNL_p15973726	1
FOPNL	FOPNL_p15977852	1
FOPNL	FOPNL_p15977942	1
FOPNL	FOPNL_p15977964	1
FOXA3	FOXA3_m46367749	1
FOXA3	FOXA3_m46367754	1
FOXA3	FOXA3_m46367770	1
FOXA3	FOXA3_m46375372	1
FOXA3	FOXA3_m46375381	1
FOXA3	FOXA3_p46367713	1
FOXA3	FOXA3_p46367728	1
FOXA3	FOXA3_p46367736	1
FOXA3	FOXA3_p46367756	1
FOXA3	FOXA3_p46367761	1
FOXO4	FOXO4_m70316406	1
FOXO4	FOXO4_m70316418	1
FOXO4	FOXO4_m70316487	1
FOXO4	FOXO4_m70316492	1
FOXO4	FOXO4_m70316514	1
FOXO4	FOXO4_m70316519	1
FOXO4	FOXO4_m70316731	1
FOXO4	FOXO4_p70316365	1
FOXO4	FOXO4_p70316389	1
FOXO4	FOXO4_p70316745	1
FYB	FYB_m39202916	1
FYB	FYB_m39202937	1
FYB	FYB_m39202973	1
FYB	FYB_m39203045	1
FYB	FYB_p39202898	1
FYB	FYB_p39202906	1
FYB	FYB_p39202964	1
FYB	FYB_p39202981	1
FYB	FYB_p39202986	1
FYB	FYB_p39203012	1
GBX2	GBX2_m237076460	1
GBX2	GBX2_m237076489	1
GBX2	GBX2_m237076531	1
GBX2	GBX2_m237076567	1
GBX2	GBX2_p237076389	1
