depmap_id,log_copy_number,entrez_id,gene_name,cell_line_name,primary_disease,lineage,lineage_subtype,hover.string
ACH-001533,1.005510483825711,1017,CDK2,KARPAS 1718,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> KARPAS 1718</br><b>log2(Copy Number):</b> 1.006</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000934,1.1112161678704722,1017,CDK2,MDA-MB-361,Breast Cancer,breast,breast_carcinoma,</br><b>Cell Line:</b> MDA-MB-361</br><b>log2(Copy Number):</b> 1.111</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-000653,0.8218558409211857,1017,CDK2,JJN-3,Myeloma,plasma_cell,multiple_myeloma,</br><b>Cell Line:</b> JJN-3</br><b>log2(Copy Number):</b> 0.822</br><b>Lineage:</b> plasma_cell</br><b>Disease:</b> Myeloma
ACH-001497,1.033211689904702,1017,CDK2,ESO51,Esophageal Cancer,esophagus,esophagus_adenocarcinoma,</br><b>Cell Line:</b> ESO51</br><b>log2(Copy Number):</b> 1.033</br><b>Lineage:</b> esophagus</br><b>Disease:</b> Esophageal Cancer
ACH-000888,1.1646294154474592,1017,CDK2,NCI-H1793,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H1793</br><b>log2(Copy Number):</b> 1.165</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000433,1.0835530908806057,1017,CDK2,Caki-1,Kidney Cancer,kidney,renal_cell_carcinoma,</br><b>Cell Line:</b> Caki-1</br><b>log2(Copy Number):</b> 1.084</br><b>Lineage:</b> kidney</br><b>Disease:</b> Kidney Cancer
ACH-002004,1.0329938582435905,1017,CDK2,UACC62 SKIN CJ1,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> UACC62 SKIN CJ1</br><b>log2(Copy Number):</b> 1.033</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-000717,1.019951072374938,1017,CDK2,COLO-680N,Esophageal Cancer,esophagus,esophagus_squamous,</br><b>Cell Line:</b> COLO-680N</br><b>log2(Copy Number):</b> 1.020</br><b>Lineage:</b> esophagus</br><b>Disease:</b> Esophageal Cancer
ACH-002154,0.9631066360097652,1017,CDK2,LB647-SCLC,Lung Cancer,lung,SCLC,</br><b>Cell Line:</b> LB647-SCLC</br><b>log2(Copy Number):</b> 0.963</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-002200,0.9249388436777076,1017,CDK2,SW962,Skin Cancer,skin,NA,</br><b>Cell Line:</b> SW962</br><b>log2(Copy Number):</b> 0.925</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-000633,1.0461915870860994,1017,CDK2,FU97,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> FU97</br><b>log2(Copy Number):</b> 1.046</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-000568,1.0949776837578948,1017,CDK2,UACC-812,Breast Cancer,breast,breast_ductal_carcinoma,</br><b>Cell Line:</b> UACC-812</br><b>log2(Copy Number):</b> 1.095</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-001674,1.159126932251295,1017,CDK2,TGW,Neuroblastoma,peripheral_nervous_system,neuroblastoma,</br><b>Cell Line:</b> TGW</br><b>log2(Copy Number):</b> 1.159</br><b>Lineage:</b> peripheral_nervous_system</br><b>Disease:</b> Neuroblastoma
ACH-000135,0.9943147463226844,1017,CDK2,Hs 940.T,Fibroblast,fibroblast,fibroblast_skin,</br><b>Cell Line:</b> Hs 940.T</br><b>log2(Copy Number):</b> 0.994</br><b>Lineage:</b> fibroblast</br><b>Disease:</b> Fibroblast
ACH-000131,1.0049143416068294,1017,CDK2,Hs 229.T,Fibroblast,fibroblast,fibroblast_lung,</br><b>Cell Line:</b> Hs 229.T</br><b>log2(Copy Number):</b> 1.005</br><b>Lineage:</b> fibroblast</br><b>Disease:</b> Fibroblast
ACH-002687,1.0145910468882096,1017,CDK2,WM3772F,Eye Cancer,eye,uveal_melanoma,</br><b>Cell Line:</b> WM3772F</br><b>log2(Copy Number):</b> 1.015</br><b>Lineage:</b> eye</br><b>Disease:</b> Eye Cancer
ACH-000068,1.659926395504285,1017,CDK2,REC-1,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> REC-1</br><b>log2(Copy Number):</b> 1.660</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000394,1.1762476571598757,1017,CDK2,NCI-H2081,Lung Cancer,lung,SCLC,</br><b>Cell Line:</b> NCI-H2081</br><b>log2(Copy Number):</b> 1.176</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-001125,0.8681500826858493,1017,CDK2,NA,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> NA</br><b>log2(Copy Number):</b> 0.868</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000843,1.073003441020568,1017,CDK2,HARA,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> HARA</br><b>log2(Copy Number):</b> 1.073</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-001394,0.8202015789153521,1017,CDK2,SUM-229PE,Breast Cancer,breast,breast_carcinoma,</br><b>Cell Line:</b> SUM-229PE</br><b>log2(Copy Number):</b> 0.820</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-002191,1.0988637689449356,1017,CDK2,RCC-JW,Kidney Cancer,kidney,renal_cell_carcinoma,</br><b>Cell Line:</b> RCC-JW</br><b>log2(Copy Number):</b> 1.099</br><b>Lineage:</b> kidney</br><b>Disease:</b> Kidney Cancer
ACH-000864,0.9238157231351994,1017,CDK2,COLO 684,Endometrial/Uterine Cancer,uterus,endometrial_adenocarcinoma,</br><b>Cell Line:</b> COLO 684</br><b>log2(Copy Number):</b> 0.924</br><b>Lineage:</b> uterus</br><b>Disease:</b> Endometrial/Uterine Cancer
ACH-000057,0.9592910663836186,1017,CDK2,OPM-1,Myeloma,plasma_cell,multiple_myeloma,</br><b>Cell Line:</b> OPM-1</br><b>log2(Copy Number):</b> 0.959</br><b>Lineage:</b> plasma_cell</br><b>Disease:</b> Myeloma
ACH-000604,0.6315622149401078,1017,CDK2,KYO-1,Leukemia,blood,CML,</br><b>Cell Line:</b> KYO-1</br><b>log2(Copy Number):</b> 0.632</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000277,1.1259355011845362,1017,CDK2,HCC1419,Breast Cancer,breast,breast_ductal_carcinoma,</br><b>Cell Line:</b> HCC1419</br><b>log2(Copy Number):</b> 1.126</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-000753,0.9747238742546916,1017,CDK2,JMSU-1,Bladder Cancer,urinary_tract,bladder_carcinoma,</br><b>Cell Line:</b> JMSU-1</br><b>log2(Copy Number):</b> 0.975</br><b>Lineage:</b> urinary_tract</br><b>Disease:</b> Bladder Cancer
ACH-000385,1.4355247587501596,1017,CDK2,SK-RC-20,Kidney Cancer,kidney,renal_cell_carcinoma,</br><b>Cell Line:</b> SK-RC-20</br><b>log2(Copy Number):</b> 1.436</br><b>Lineage:</b> kidney</br><b>Disease:</b> Kidney Cancer
ACH-000784,1.0819905688527252,1017,CDK2,KYSE-70,Esophageal Cancer,esophagus,esophagus_squamous,</br><b>Cell Line:</b> KYSE-70</br><b>log2(Copy Number):</b> 1.082</br><b>Lineage:</b> esophagus</br><b>Disease:</b> Esophageal Cancer
ACH-001064,1.002449075215468,1017,CDK2,EB-2,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> EB-2</br><b>log2(Copy Number):</b> 1.002</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000925,1.0019142683095956,1017,CDK2,DV-90,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> DV-90</br><b>log2(Copy Number):</b> 1.002</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000406,0.8643661825744697,1017,CDK2,U-937,Leukemia,blood,AML,</br><b>Cell Line:</b> U-937</br><b>log2(Copy Number):</b> 0.864</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-001630,1.0708919902707903,1017,CDK2,PEO1,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> PEO1</br><b>log2(Copy Number):</b> 1.071</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000837,0.9562772980970587,1017,CDK2,NCI-H322,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H322</br><b>log2(Copy Number):</b> 0.956</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-002152,1.0099520910401747,1017,CDK2,LB2518-MEL,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> LB2518-MEL</br><b>log2(Copy Number):</b> 1.010</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-000143,1.0087891102440236,1017,CDK2,NA,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NA</br><b>log2(Copy Number):</b> 1.009</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-002106,1.0113039407876252,1017,CDK2,ES5,Bone Cancer,bone,Ewing_sarcoma,</br><b>Cell Line:</b> ES5</br><b>log2(Copy Number):</b> 1.011</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-000729,1.0093621815748464,1017,CDK2,NCI-H1963,Lung Cancer,lung,SCLC,</br><b>Cell Line:</b> NCI-H1963</br><b>log2(Copy Number):</b> 1.009</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000875,1.055554071865176,1017,CDK2,NCI-H2347,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H2347</br><b>log2(Copy Number):</b> 1.056</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-002284,0.9811167214114164,1017,CDK2,NB6,Neuroblastoma,peripheral_nervous_system,neuroblastoma,</br><b>Cell Line:</b> NB6</br><b>log2(Copy Number):</b> 0.981</br><b>Lineage:</b> peripheral_nervous_system</br><b>Disease:</b> Neuroblastoma
ACH-000346,1.204947473918596,1017,CDK2,JVM-3,Leukemia,blood,CLL,</br><b>Cell Line:</b> JVM-3</br><b>log2(Copy Number):</b> 1.205</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-001081,1.0001285057227096,1017,CDK2,NA,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> NA</br><b>log2(Copy Number):</b> 1.000</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-001765,1.0652306093492887,1017,CDK2,Rh4,Sarcoma,soft_tissue,rhabdomyosarcoma,</br><b>Cell Line:</b> Rh4</br><b>log2(Copy Number):</b> 1.065</br><b>Lineage:</b> soft_tissue</br><b>Disease:</b> Sarcoma
ACH-000849,0.9305894957799452,1017,CDK2,MDA-MB-468,Breast Cancer,breast,breast_carcinoma,</br><b>Cell Line:</b> MDA-MB-468</br><b>log2(Copy Number):</b> 0.931</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-001957,0.9664274401538554,1017,CDK2,Um-Chor1,Bone Cancer,bone,chordoma,</br><b>Cell Line:</b> Um-Chor1</br><b>log2(Copy Number):</b> 0.966</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-001719,1.1896313609044056,1017,CDK2,OCI-C4P,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> OCI-C4P</br><b>log2(Copy Number):</b> 1.190</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-002112,1.035492113373922,1017,CDK2,EW-12,Bone Cancer,bone,Ewing_sarcoma,</br><b>Cell Line:</b> EW-12</br><b>log2(Copy Number):</b> 1.035</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-002259,0.9843775123162084,1017,CDK2,KNS-81-FD,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> KNS-81-FD</br><b>log2(Copy Number):</b> 0.984</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-001050,0.9388801678580132,1017,CDK2,CW9019,Sarcoma,soft_tissue,rhabdomyosarcoma,</br><b>Cell Line:</b> CW9019</br><b>log2(Copy Number):</b> 0.939</br><b>Lineage:</b> soft_tissue</br><b>Disease:</b> Sarcoma
ACH-001106,1.0004800798505535,1017,CDK2,KOPN-8,Leukemia,blood,ALL,</br><b>Cell Line:</b> KOPN-8</br><b>log2(Copy Number):</b> 1.000</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-001623,1.1845168035384013,1017,CDK2,Onda 8,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> Onda 8</br><b>log2(Copy Number):</b> 1.185</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000107,1.171814270569221,1017,CDK2,Capan-2,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> Capan-2</br><b>log2(Copy Number):</b> 1.172</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-001093,1.0020604692916524,1017,CDK2,NA,Fibroblast,fibroblast,fibroblast_lymphocyte,</br><b>Cell Line:</b> NA</br><b>log2(Copy Number):</b> 1.002</br><b>Lineage:</b> fibroblast</br><b>Disease:</b> Fibroblast
ACH-001849,0.9756598536743576,1017,CDK2,ICC9,Bile Duct Cancer,bile_duct,cholangiocarcinoma,</br><b>Cell Line:</b> ICC9</br><b>log2(Copy Number):</b> 0.976</br><b>Lineage:</b> bile_duct</br><b>Disease:</b> Bile Duct Cancer
ACH-000222,1.0104188518342705,1017,CDK2,AsPC-1,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> AsPC-1</br><b>log2(Copy Number):</b> 1.010</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-002046,0.979369648213181,1017,CDK2,HTMMT,Endometrial/Uterine Cancer,uterus,MMMT,</br><b>Cell Line:</b> HTMMT</br><b>log2(Copy Number):</b> 0.979</br><b>Lineage:</b> uterus</br><b>Disease:</b> Endometrial/Uterine Cancer
ACH-002281,1.0330547047692462,1017,CDK2,NB14,Neuroblastoma,peripheral_nervous_system,neuroblastoma,</br><b>Cell Line:</b> NB14</br><b>log2(Copy Number):</b> 1.033</br><b>Lineage:</b> peripheral_nervous_system</br><b>Disease:</b> Neuroblastoma
ACH-000295,0.91251664905949,1017,CDK2,EM-2,Leukemia,blood,CML,</br><b>Cell Line:</b> EM-2</br><b>log2(Copy Number):</b> 0.913</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-001382,1.075363060617646,1017,CDK2,PACADD-188,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> PACADD-188</br><b>log2(Copy Number):</b> 1.075</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-000082,0.928850850316364,1017,CDK2,"G-292, clone A141B1",Bone Cancer,bone,osteosarcoma,"</br><b>Cell Line:</b> G-292, clone A141B1</br><b>log2(Copy Number):</b> 0.929</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer"
ACH-000101,0.9208394919547914,1017,CDK2,KE-37,Leukemia,blood,ALL,</br><b>Cell Line:</b> KE-37</br><b>log2(Copy Number):</b> 0.921</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000577,0.8346364574799907,1017,CDK2,JHH-2,Liver Cancer,liver,hepatocellular_carcinoma,</br><b>Cell Line:</b> JHH-2</br><b>log2(Copy Number):</b> 0.835</br><b>Lineage:</b> liver</br><b>Disease:</b> Liver Cancer
ACH-001053,0.971622695027405,1017,CDK2,D425,Brain Cancer,central_nervous_system,medulloblastoma,</br><b>Cell Line:</b> D425</br><b>log2(Copy Number):</b> 0.972</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-001555,0.9904940254579452,1017,CDK2,Mero-14,Lung Cancer,lung,mesothelioma,</br><b>Cell Line:</b> Mero-14</br><b>log2(Copy Number):</b> 0.990</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-002241,1.0261731911208132,1017,CDK2,HAL-01,Leukemia,blood,ALL,</br><b>Cell Line:</b> HAL-01</br><b>log2(Copy Number):</b> 1.026</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-002300,1.0117610514820965,1017,CDK2,Ramos-2G6-4C10,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> Ramos-2G6-4C10</br><b>log2(Copy Number):</b> 1.012</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000386,0.5860963907393568,1017,CDK2,KG-1,Leukemia,blood,AML,</br><b>Cell Line:</b> KG-1</br><b>log2(Copy Number):</b> 0.586</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-002244,0.9337839799362666,1017,CDK2,HO-1-N-1,Head and Neck Cancer,upper_aerodigestive,upper_aerodigestive_squamous,</br><b>Cell Line:</b> HO-1-N-1</br><b>log2(Copy Number):</b> 0.934</br><b>Lineage:</b> upper_aerodigestive</br><b>Disease:</b> Head and Neck Cancer
ACH-000792,1.0564307198123155,1017,CDK2,BFTC-909,Kidney Cancer,kidney,renal_cell_carcinoma,</br><b>Cell Line:</b> BFTC-909</br><b>log2(Copy Number):</b> 1.056</br><b>Lineage:</b> kidney</br><b>Disease:</b> Kidney Cancer
ACH-002099,1.1103291198581586,1017,CDK2,CS1,Bone Cancer,bone,chondrosarcoma,</br><b>Cell Line:</b> CS1</br><b>log2(Copy Number):</b> 1.110</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-000689,0.8827833191645974,1017,CDK2,RH-18,Sarcoma,soft_tissue,rhabdomyosarcoma,</br><b>Cell Line:</b> RH-18</br><b>log2(Copy Number):</b> 0.883</br><b>Lineage:</b> soft_tissue</br><b>Disease:</b> Sarcoma
ACH-000757,1.3847743035644,1017,CDK2,A427,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> A427</br><b>log2(Copy Number):</b> 1.385</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-001856,1.168732010279358,1017,CDK2,RBE,Bile Duct Cancer,bile_duct,cholangiocarcinoma,</br><b>Cell Line:</b> RBE</br><b>log2(Copy Number):</b> 1.169</br><b>Lineage:</b> bile_duct</br><b>Disease:</b> Bile Duct Cancer
ACH-000172,1.0087559101917214,1017,CDK2,TM-87,Rhabdoid,soft_tissue,malignant_rhabdoid_tumor,</br><b>Cell Line:</b> TM-87</br><b>log2(Copy Number):</b> 1.009</br><b>Lineage:</b> soft_tissue</br><b>Disease:</b> Rhabdoid
ACH-001270,0.7942419164083112,1017,CDK2,1273/99,Sarcoma,soft_tissue,synovial_sarcoma,</br><b>Cell Line:</b> 1273/99</br><b>log2(Copy Number):</b> 0.794</br><b>Lineage:</b> soft_tissue</br><b>Disease:</b> Sarcoma
ACH-002107,1.4458527949776157,1017,CDK2,ES6,Bone Cancer,bone,Ewing_sarcoma,</br><b>Cell Line:</b> ES6</br><b>log2(Copy Number):</b> 1.446</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-000869,1.0995361653150435,1017,CDK2,NCI-H1568,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H1568</br><b>log2(Copy Number):</b> 1.100</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000898,0.9561571189228764,1017,CDK2,SNU-719,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> SNU-719</br><b>log2(Copy Number):</b> 0.956</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-002370,0.9687357768433172,1017,CDK2,NCIBL2122,Unknown,unknown,NA,</br><b>Cell Line:</b> NCIBL2122</br><b>log2(Copy Number):</b> 0.969</br><b>Lineage:</b> unknown</br><b>Disease:</b> Unknown
ACH-000880,1.0025342218904645,1017,CDK2,AGS,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> AGS</br><b>log2(Copy Number):</b> 1.003</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-000936,1.0314831972651062,1017,CDK2,EFO-27,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> EFO-27</br><b>log2(Copy Number):</b> 1.031</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000246,1.0830266264118265,1017,CDK2,SLR 23,Kidney Cancer,kidney,renal_cell_carcinoma,</br><b>Cell Line:</b> SLR 23</br><b>log2(Copy Number):</b> 1.083</br><b>Lineage:</b> kidney</br><b>Disease:</b> Kidney Cancer
ACH-002180,1.0036215341097474,1017,CDK2,OMC-1,Cervical Cancer,cervix,cervical_squamous,</br><b>Cell Line:</b> OMC-1</br><b>log2(Copy Number):</b> 1.004</br><b>Lineage:</b> cervix</br><b>Disease:</b> Cervical Cancer
ACH-000804,1.09821456170292,1017,CDK2,NB-1,Neuroblastoma,peripheral_nervous_system,neuroblastoma,</br><b>Cell Line:</b> NB-1</br><b>log2(Copy Number):</b> 1.098</br><b>Lineage:</b> peripheral_nervous_system</br><b>Disease:</b> Neuroblastoma
ACH-001045,0.8146813367137234,1017,CDK2,NA,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> NA</br><b>log2(Copy Number):</b> 0.815</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-000590,0.9035867662272828,1017,CDK2,NCI-H2073,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H2073</br><b>log2(Copy Number):</b> 0.904</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-001360,1.0485534953872038,1017,CDK2,MS751,Cervical Cancer,cervix,cervical_squamous,</br><b>Cell Line:</b> MS751</br><b>log2(Copy Number):</b> 1.049</br><b>Lineage:</b> cervix</br><b>Disease:</b> Cervical Cancer
ACH-002378,1.0010434124531262,1017,CDK2,HCC1143BL,Unknown,unknown,NA,</br><b>Cell Line:</b> HCC1143BL</br><b>log2(Copy Number):</b> 1.001</br><b>Lineage:</b> unknown</br><b>Disease:</b> Unknown
ACH-001249,0.9423019748414156,1017,CDK2,NA,Breast Cancer,breast,breast_carcinoma,</br><b>Cell Line:</b> NA</br><b>log2(Copy Number):</b> 0.942</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-000611,0.9954596670455014,1017,CDK2,SU-DHL-6,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> SU-DHL-6</br><b>log2(Copy Number):</b> 0.995</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000516,1.1282559605583762,1017,CDK2,CAL-78,Bone Cancer,bone,chondrosarcoma,</br><b>Cell Line:</b> CAL-78</br><b>log2(Copy Number):</b> 1.128</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-000809,1.2999196527666754,1017,CDK2,KYSE-410,Esophageal Cancer,esophagus,esophagus_squamous,</br><b>Cell Line:</b> KYSE-410</br><b>log2(Copy Number):</b> 1.300</br><b>Lineage:</b> esophagus</br><b>Disease:</b> Esophageal Cancer
ACH-000429,1.3446615582236623,1017,CDK2,A-704,Kidney Cancer,kidney,renal_cell_carcinoma,</br><b>Cell Line:</b> A-704</br><b>log2(Copy Number):</b> 1.345</br><b>Lineage:</b> kidney</br><b>Disease:</b> Kidney Cancer
ACH-001101,1.1633660497628204,1017,CDK2,NA,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> NA</br><b>log2(Copy Number):</b> 1.163</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-001999,1.202845726230717,1017,CDK2,950-5-BIK,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> 950-5-BIK</br><b>log2(Copy Number):</b> 1.203</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-001171,1.1434404410336807,1017,CDK2,NA,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> NA</br><b>log2(Copy Number):</b> 1.143</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-000610,0.9048827645207036,1017,CDK2,NCI-H2227,Lung Cancer,lung,SCLC,</br><b>Cell Line:</b> NCI-H2227</br><b>log2(Copy Number):</b> 0.905</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000393,1.0622214710316955,1017,CDK2,HLF,Liver Cancer,liver,hepatocellular_carcinoma,</br><b>Cell Line:</b> HLF</br><b>log2(Copy Number):</b> 1.062</br><b>Lineage:</b> liver</br><b>Disease:</b> Liver Cancer
ACH-000889,1.0229004169597224,1017,CDK2,KMM-1,Myeloma,plasma_cell,multiple_myeloma,</br><b>Cell Line:</b> KMM-1</br><b>log2(Copy Number):</b> 1.023</br><b>Lineage:</b> plasma_cell</br><b>Disease:</b> Myeloma
ACH-002077,0.6122339907106329,1017,CDK2,Lu-165,Lung Cancer,lung,SCLC,</br><b>Cell Line:</b> Lu-165</br><b>log2(Copy Number):</b> 0.612</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-001456,0.814641232840178,1017,CDK2,C125PM,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> C125PM</br><b>log2(Copy Number):</b> 0.815</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000586,1.175722568890981,1017,CDK2,NCI-H1876,Lung Cancer,lung,SCLC,</br><b>Cell Line:</b> NCI-H1876</br><b>log2(Copy Number):</b> 1.176</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000813,1.0352278667423525,1017,CDK2,T3M-10,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> T3M-10</br><b>log2(Copy Number):</b> 1.035</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-001861,1.0965058877499982,1017,CDK2,TGBC1TKB,Gallbladder Cancer,bile_duct,gallbladder_adenocarcinoma,</br><b>Cell Line:</b> TGBC1TKB</br><b>log2(Copy Number):</b> 1.097</br><b>Lineage:</b> bile_duct</br><b>Disease:</b> Gallbladder Cancer
ACH-001413,1.0127861625265828,1017,CDK2,UM-UC-11,Bladder Cancer,urinary_tract,bladder_carcinoma,</br><b>Cell Line:</b> UM-UC-11</br><b>log2(Copy Number):</b> 1.013</br><b>Lineage:</b> urinary_tract</br><b>Disease:</b> Bladder Cancer
ACH-000752,0.9391772642450892,1017,CDK2,NCI-H196,Lung Cancer,lung,SCLC,</br><b>Cell Line:</b> NCI-H196</br><b>log2(Copy Number):</b> 0.939</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000770,0.9717716836470875,1017,CDK2,P31/FUJ,Leukemia,blood,AML,</br><b>Cell Line:</b> P31/FUJ</br><b>log2(Copy Number):</b> 0.972</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000452,1.0155660801661568,1017,CDK2,TE-8,Esophageal Cancer,esophagus,esophagus_squamous,</br><b>Cell Line:</b> TE-8</br><b>log2(Copy Number):</b> 1.016</br><b>Lineage:</b> esophagus</br><b>Disease:</b> Esophageal Cancer
