depmap_id,log_copy_number,entrez_id,gene_name,cell_line_name,primary_disease,lineage,lineage_subtype,hover.string
ACH-000454,0.9324218499213712,1017,CDK2,HCC-95,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> HCC-95</br><b>log2(Copy Number):</b> 0.932</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-001655,1.104823014639193,1017,CDK2,SKN,Endometrial/Uterine Cancer,uterus,endometrial_squamous,</br><b>Cell Line:</b> SKN</br><b>log2(Copy Number):</b> 1.105</br><b>Lineage:</b> uterus</br><b>Disease:</b> Endometrial/Uterine Cancer
ACH-002188,0.9998385090394188,1017,CDK2,RCC-ER,Kidney Cancer,kidney,renal_cell_carcinoma,</br><b>Cell Line:</b> RCC-ER</br><b>log2(Copy Number):</b> 1.000</br><b>Lineage:</b> kidney</br><b>Disease:</b> Kidney Cancer
ACH-000832,1.002731080139115,1017,CDK2,CAL 27,Head and Neck Cancer,upper_aerodigestive,upper_aerodigestive_squamous,</br><b>Cell Line:</b> CAL 27</br><b>log2(Copy Number):</b> 1.003</br><b>Lineage:</b> upper_aerodigestive</br><b>Disease:</b> Head and Neck Cancer
ACH-000982,1.0258047283778748,1017,CDK2,GP2d,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> GP2d</br><b>log2(Copy Number):</b> 1.026</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000661,1.0680535370491269,1017,CDK2,WM1799,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> WM1799</br><b>log2(Copy Number):</b> 1.068</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-002128,1.075235907171326,1017,CDK2,H2722,Lung Cancer,lung,mesothelioma,</br><b>Cell Line:</b> H2722</br><b>log2(Copy Number):</b> 1.075</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000272,1.0578949752965534,1017,CDK2,SLR 24,Kidney Cancer,kidney,renal_cell_carcinoma,</br><b>Cell Line:</b> SLR 24</br><b>log2(Copy Number):</b> 1.058</br><b>Lineage:</b> kidney</br><b>Disease:</b> Kidney Cancer
ACH-000002,0.9997165278548992,1017,CDK2,HL-60,Leukemia,blood,AML,</br><b>Cell Line:</b> HL-60</br><b>log2(Copy Number):</b> 1.000</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-002379,0.9947630396812216,1017,CDK2,J82EBV,Unknown,unknown,NA,</br><b>Cell Line:</b> J82EBV</br><b>log2(Copy Number):</b> 0.995</br><b>Lineage:</b> unknown</br><b>Disease:</b> Unknown
ACH-000886,0.9794036517358212,1017,CDK2,NCI-H2009,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H2009</br><b>log2(Copy Number):</b> 0.979</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000215,0.9352996995519304,1017,CDK2,LN382,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> LN382</br><b>log2(Copy Number):</b> 0.935</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-001142,1.0027025203798234,1017,CDK2,NHAHTDD,Engineered,engineered_central_nervous_system,NA,</br><b>Cell Line:</b> NHAHTDD</br><b>log2(Copy Number):</b> 1.003</br><b>Lineage:</b> engineered_central_nervous_system</br><b>Disease:</b> Engineered
ACH-002018,1.0964095348170977,1017,CDK2,Omm2.5,Eye Cancer,eye,uveal_melanoma,</br><b>Cell Line:</b> Omm2.5</br><b>log2(Copy Number):</b> 1.096</br><b>Lineage:</b> eye</br><b>Disease:</b> Eye Cancer
ACH-001128,1.0076677690037406,1017,CDK2,MON,Rhabdoid,soft_tissue,malignant_rhabdoid_tumor,</br><b>Cell Line:</b> MON</br><b>log2(Copy Number):</b> 1.008</br><b>Lineage:</b> soft_tissue</br><b>Disease:</b> Rhabdoid
ACH-000807,1.0272979708052934,1017,CDK2,SNU-738,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> SNU-738</br><b>log2(Copy Number):</b> 1.027</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-002159,1.0670747130472995,1017,CDK2,M14,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> M14</br><b>log2(Copy Number):</b> 1.067</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-000247,0.962156733290983,1017,CDK2,OCUM-1,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> OCUM-1</br><b>log2(Copy Number):</b> 0.962</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-001539,1.316541118917562,1017,CDK2,KML-1,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> KML-1</br><b>log2(Copy Number):</b> 1.317</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-001461,0.8974695072591088,1017,CDK2,C99,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> C99</br><b>log2(Copy Number):</b> 0.897</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-002144,1.0939972335518038,1017,CDK2,IST-SL1,Lung Cancer,lung,SCLC,</br><b>Cell Line:</b> IST-SL1</br><b>log2(Copy Number):</b> 1.094</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-001751,0.8686118184668168,1017,CDK2,Rh36,Sarcoma,soft_tissue,rhabdomyosarcoma,</br><b>Cell Line:</b> Rh36</br><b>log2(Copy Number):</b> 0.869</br><b>Lineage:</b> soft_tissue</br><b>Disease:</b> Sarcoma
ACH-000881,1.0094653482227072,1017,CDK2,MEL-JUSO,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> MEL-JUSO</br><b>log2(Copy Number):</b> 1.009</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-001239,0.9884873053686848,1017,CDK2,WM-266-4,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> WM-266-4</br><b>log2(Copy Number):</b> 0.988</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-000325,0.9680341736073717,1017,CDK2,SNU-620,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> SNU-620</br><b>log2(Copy Number):</b> 0.968</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-000253,1.0144158114290207,1017,CDK2,COLO 201,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> COLO 201</br><b>log2(Copy Number):</b> 1.014</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000585,0.8123517681581263,1017,CDK2,EPLC-272H,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> EPLC-272H</br><b>log2(Copy Number):</b> 0.812</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000719,1.312208735724852,1017,CDK2,RMG-I,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> RMG-I</br><b>log2(Copy Number):</b> 1.312</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000919,1.0146637732041832,1017,CDK2,IM95,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> IM95</br><b>log2(Copy Number):</b> 1.015</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-001341,0.9878262992566792,1017,CDK2,DoTc2 4510,Cervical Cancer,cervix,cervical_adenocarcinoma,</br><b>Cell Line:</b> DoTc2 4510</br><b>log2(Copy Number):</b> 0.988</br><b>Lineage:</b> cervix</br><b>Disease:</b> Cervical Cancer
ACH-002511,0.699053057017996,1017,CDK2,M140325,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> M140325</br><b>log2(Copy Number):</b> 0.699</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-000387,0.9158688103182742,1017,CDK2,TF-1,Leukemia,blood,AML,</br><b>Cell Line:</b> TF-1</br><b>log2(Copy Number):</b> 0.916</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000648,1.0220834719153515,1017,CDK2,NCI-H28,Lung Cancer,lung,mesothelioma,</br><b>Cell Line:</b> NCI-H28</br><b>log2(Copy Number):</b> 1.022</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-002110,0.9669079546792102,1017,CDK2,EW-1,Bone Cancer,bone,Ewing_sarcoma,</br><b>Cell Line:</b> EW-1</br><b>log2(Copy Number):</b> 0.967</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-000281,0.7334785361795337,1017,CDK2,KP-2,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> KP-2</br><b>log2(Copy Number):</b> 0.733</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-001409,0.9822421523279324,1017,CDK2,UM-UC-16,Bladder Cancer,urinary_tract,bladder_carcinoma,</br><b>Cell Line:</b> UM-UC-16</br><b>log2(Copy Number):</b> 0.982</br><b>Lineage:</b> urinary_tract</br><b>Disease:</b> Bladder Cancer
ACH-000089,0.9522256856422984,1017,CDK2,NCI-H684,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> NCI-H684</br><b>log2(Copy Number):</b> 0.952</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-002249,0.879631705652306,1017,CDK2,JHU-011,Head and Neck Cancer,upper_aerodigestive,upper_aerodigestive_squamous,</br><b>Cell Line:</b> JHU-011</br><b>log2(Copy Number):</b> 0.880</br><b>Lineage:</b> upper_aerodigestive</br><b>Disease:</b> Head and Neck Cancer
ACH-000892,0.8791825989709019,1017,CDK2,NCI-H1563,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H1563</br><b>log2(Copy Number):</b> 0.879</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-001970,1.1333981823082206,1017,CDK2,MM253,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> MM253</br><b>log2(Copy Number):</b> 1.133</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-000066,0.9160239116061704,1017,CDK2,HCC4006,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> HCC4006</br><b>log2(Copy Number):</b> 0.916</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000848,1.211929336712422,1017,CDK2,JHH-7,Liver Cancer,liver,hepatocellular_carcinoma,</br><b>Cell Line:</b> JHH-7</br><b>log2(Copy Number):</b> 1.212</br><b>Lineage:</b> liver</br><b>Disease:</b> Liver Cancer
ACH-002220,1.1327436831511628,1017,CDK2,CRO-AP2,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> CRO-AP2</br><b>log2(Copy Number):</b> 1.133</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000937,1.0174492638149812,1017,CDK2,PF-382,Leukemia,blood,ALL,</br><b>Cell Line:</b> PF-382</br><b>log2(Copy Number):</b> 1.017</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000989,0.992168372952258,1017,CDK2,SNU-175,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> SNU-175</br><b>log2(Copy Number):</b> 0.992</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000207,1.0647691372218766,1017,CDK2,Detroit 562,Head and Neck Cancer,upper_aerodigestive,upper_aerodigestive_squamous,</br><b>Cell Line:</b> Detroit 562</br><b>log2(Copy Number):</b> 1.065</br><b>Lineage:</b> upper_aerodigestive</br><b>Disease:</b> Head and Neck Cancer
ACH-001363,1.156446838301141,1017,CDK2,NCI-H2135,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H2135</br><b>log2(Copy Number):</b> 1.156</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-002347,1.0002105153567624,1017,CDK2,CP66EBV,Unknown,unknown,NA,</br><b>Cell Line:</b> CP66EBV</br><b>log2(Copy Number):</b> 1.000</br><b>Lineage:</b> unknown</br><b>Disease:</b> Unknown
ACH-000006,0.9143962858405,1017,CDK2,MONO-MAC-6,Leukemia,blood,AML,</br><b>Cell Line:</b> MONO-MAC-6</br><b>log2(Copy Number):</b> 0.914</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-001609,0.8737136308088377,1017,CDK2,NP 3,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> NP 3</br><b>log2(Copy Number):</b> 0.874</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000548,0.8687126915288139,1017,CDK2,BHY,Head and Neck Cancer,upper_aerodigestive,upper_aerodigestive_squamous,</br><b>Cell Line:</b> BHY</br><b>log2(Copy Number):</b> 0.869</br><b>Lineage:</b> upper_aerodigestive</br><b>Disease:</b> Head and Neck Cancer
ACH-000657,1.0323977943082456,1017,CDK2,A2780,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> A2780</br><b>log2(Copy Number):</b> 1.032</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000507,1.3209284254754992,1017,CDK2,KE-39,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> KE-39</br><b>log2(Copy Number):</b> 1.321</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-000908,0.9650962121690048,1017,CDK2,SNU-520,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> SNU-520</br><b>log2(Copy Number):</b> 0.965</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-002149,1.006497566192563,1017,CDK2,KGN,Ovarian Cancer,ovary,granulosa_cell_tumor,</br><b>Cell Line:</b> KGN</br><b>log2(Copy Number):</b> 1.006</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-001421,0.9574520282318478,1017,CDK2,WERI-Rb-1,Eye Cancer,eye,retinoblastoma,</br><b>Cell Line:</b> WERI-Rb-1</br><b>log2(Copy Number):</b> 0.957</br><b>Lineage:</b> eye</br><b>Disease:</b> Eye Cancer
ACH-001673,1.0312712330642724,1017,CDK2,TFK-1,Bile Duct Cancer,bile_duct,cholangiocarcinoma,</br><b>Cell Line:</b> TFK-1</br><b>log2(Copy Number):</b> 1.031</br><b>Lineage:</b> bile_duct</br><b>Disease:</b> Bile Duct Cancer
ACH-000402,0.9965955264439512,1017,CDK2,BL-70,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> BL-70</br><b>log2(Copy Number):</b> 0.997</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000691,0.8786410627894806,1017,CDK2,HCC2157,Breast Cancer,breast,breast_ductal_carcinoma,</br><b>Cell Line:</b> HCC2157</br><b>log2(Copy Number):</b> 0.879</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-001132,1.1990753870287107,1017,CDK2,NA,Lymphoma,lymphocyte,lymphoma_unspecified,</br><b>Cell Line:</b> NA</br><b>log2(Copy Number):</b> 1.199</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000945,1.1144122507638372,1017,CDK2,NCI-H650,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H650</br><b>log2(Copy Number):</b> 1.114</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-001302,1.0250772303655455,1017,CDK2,COG-N-305,Neuroblastoma,peripheral_nervous_system,neuroblastoma,</br><b>Cell Line:</b> COG-N-305</br><b>log2(Copy Number):</b> 1.025</br><b>Lineage:</b> peripheral_nervous_system</br><b>Disease:</b> Neuroblastoma
ACH-002014,1.0106157718553312,1017,CDK2,Mel270,Eye Cancer,eye,uveal_melanoma,</br><b>Cell Line:</b> Mel270</br><b>log2(Copy Number):</b> 1.011</br><b>Lineage:</b> eye</br><b>Disease:</b> Eye Cancer
ACH-000396,0.99096347922879,1017,CDK2,J82,Bladder Cancer,urinary_tract,bladder_carcinoma,</br><b>Cell Line:</b> J82</br><b>log2(Copy Number):</b> 0.991</br><b>Lineage:</b> urinary_tract</br><b>Disease:</b> Bladder Cancer
ACH-000369,1.0897960444491943,1017,CDK2,MOLM-16,Leukemia,blood,AML,</br><b>Cell Line:</b> MOLM-16</br><b>log2(Copy Number):</b> 1.090</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-002174,0.5951938802787007,1017,CDK2,NCI-H720,Lung Cancer,lung,lung_carcinoid,</br><b>Cell Line:</b> NCI-H720</br><b>log2(Copy Number):</b> 0.595</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-001364,1.0496148487775652,1017,CDK2,NCI-H345,Lung Cancer,lung,SCLC,</br><b>Cell Line:</b> NCI-H345</br><b>log2(Copy Number):</b> 1.050</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-001490,0.955520056454808,1017,CDK2,COR-L321,Lung Cancer,lung,lung_carcinoma,</br><b>Cell Line:</b> COR-L321</br><b>log2(Copy Number):</b> 0.956</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000351,1.1201076490994857,1017,CDK2,MKN1,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> MKN1</br><b>log2(Copy Number):</b> 1.120</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-001818,1.0008862720588652,1017,CDK2,C396,Bone Cancer,bone,osteosarcoma,</br><b>Cell Line:</b> C396</br><b>log2(Copy Number):</b> 1.001</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-000704,1.2757301253801052,1017,CDK2,OAW42,Ovarian Cancer,ovary,ovary_carcinoma,</br><b>Cell Line:</b> OAW42</br><b>log2(Copy Number):</b> 1.276</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000316,1.0170283226067065,1017,CDK2,SNU-886,Liver Cancer,liver,hepatocellular_carcinoma,</br><b>Cell Line:</b> SNU-886</br><b>log2(Copy Number):</b> 1.017</br><b>Lineage:</b> liver</br><b>Disease:</b> Liver Cancer
ACH-000510,1.1550198799365097,1017,CDK2,NCI-H1299,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H1299</br><b>log2(Copy Number):</b> 1.155</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000997,1.0009748291236715,1017,CDK2,HCT-15,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> HCT-15</br><b>log2(Copy Number):</b> 1.001</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000532,1.07308266840036,1017,CDK2,SNU-61,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> SNU-61</br><b>log2(Copy Number):</b> 1.073</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-002148,0.9996115523091312,1017,CDK2,K5,Thyroid Cancer,thyroid,thyroid_carcinoma,</br><b>Cell Line:</b> K5</br><b>log2(Copy Number):</b> 1.000</br><b>Lineage:</b> thyroid</br><b>Disease:</b> Thyroid Cancer
ACH-001525,0.7912593647562827,1017,CDK2,HT-3,Cervical Cancer,cervix,cervical_carcinoma,</br><b>Cell Line:</b> HT-3</br><b>log2(Copy Number):</b> 0.791</br><b>Lineage:</b> cervix</br><b>Disease:</b> Cervical Cancer
ACH-002286,0.948607776091569,1017,CDK2,NCI-H128,Lung Cancer,lung,SCLC,</br><b>Cell Line:</b> NCI-H128</br><b>log2(Copy Number):</b> 0.949</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000261,0.9574074057998718,1017,CDK2,RERF-LC-AI,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> RERF-LC-AI</br><b>log2(Copy Number):</b> 0.957</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000901,0.0928840874248961,1017,CDK2,HCC-1359,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> HCC-1359</br><b>log2(Copy Number):</b> 0.093</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000467,1.1168053602726489,1017,CDK2,HCC-56,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> HCC-56</br><b>log2(Copy Number):</b> 1.117</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000118,0.6550178989114253,1017,CDK2,HUP-T3,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> HUP-T3</br><b>log2(Copy Number):</b> 0.655</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-001365,1.009955615105259,1017,CDK2,NCI-H847,Lung Cancer,lung,SCLC,</br><b>Cell Line:</b> NCI-H847</br><b>log2(Copy Number):</b> 1.010</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000312,1.0468214532474702,1017,CDK2,SK-N-BE(2),Neuroblastoma,peripheral_nervous_system,neuroblastoma,</br><b>Cell Line:</b> SK-N-BE(2)</br><b>log2(Copy Number):</b> 1.047</br><b>Lineage:</b> peripheral_nervous_system</br><b>Disease:</b> Neuroblastoma
ACH-002368,0.9981971278943436,1017,CDK2,NCIBL2087,Unknown,unknown,NA,</br><b>Cell Line:</b> NCIBL2087</br><b>log2(Copy Number):</b> 0.998</br><b>Lineage:</b> unknown</br><b>Disease:</b> Unknown
ACH-000401,0.955691040787586,1017,CDK2,COLO-800,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> COLO-800</br><b>log2(Copy Number):</b> 0.956</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-000860,1.0402096860420262,1017,CDK2,NCI-H358,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H358</br><b>log2(Copy Number):</b> 1.040</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000845,1.1613990956536495,1017,CDK2,NCI-H1373,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H1373</br><b>log2(Copy Number):</b> 1.161</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-002016,1.022719116974182,1017,CDK2,Mel290,Eye Cancer,eye,uveal_melanoma,</br><b>Cell Line:</b> Mel290</br><b>log2(Copy Number):</b> 1.023</br><b>Lineage:</b> eye</br><b>Disease:</b> Eye Cancer
ACH-000951,1.3131395254226867,1017,CDK2,NCI-H2342,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H2342</br><b>log2(Copy Number):</b> 1.313</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000676,0.8851541163600459,1017,CDK2,LN-464,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> LN-464</br><b>log2(Copy Number):</b> 0.885</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-001567,0.8742397788096821,1017,CDK2,MM383,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> MM383</br><b>log2(Copy Number):</b> 0.874</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-001670,0.7808475856963448,1017,CDK2,TASK1,Brain Cancer,peripheral_nervous_system,PNET,</br><b>Cell Line:</b> TASK1</br><b>log2(Copy Number):</b> 0.781</br><b>Lineage:</b> peripheral_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-002208,0.9325480018213856,1017,CDK2,YMB-1-E,Breast Cancer,breast,breast_ductal_carcinoma,</br><b>Cell Line:</b> YMB-1-E</br><b>log2(Copy Number):</b> 0.933</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-000747,0.9320268112138892,1017,CDK2,NCI-H1703,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H1703</br><b>log2(Copy Number):</b> 0.932</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000877,1.0034716670430457,1017,CDK2,EB1,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> EB1</br><b>log2(Copy Number):</b> 1.003</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-002380,1.000494084576431,1017,CDK2,COLO829BL,Unknown,unknown,NA,</br><b>Cell Line:</b> COLO829BL</br><b>log2(Copy Number):</b> 1.000</br><b>Lineage:</b> unknown</br><b>Disease:</b> Unknown
ACH-001184,1.0161660714257648,1017,CDK2,SCMC-RM2,Sarcoma,soft_tissue,rhabdomyosarcoma,</br><b>Cell Line:</b> SCMC-RM2</br><b>log2(Copy Number):</b> 1.016</br><b>Lineage:</b> soft_tissue</br><b>Disease:</b> Sarcoma
ACH-002104,1.1568267825347005,1017,CDK2,ES3,Bone Cancer,bone,Ewing_sarcoma,</br><b>Cell Line:</b> ES3</br><b>log2(Copy Number):</b> 1.157</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-002216,1.0579142031162687,1017,CDK2,BE-13,Leukemia,blood,ALL,</br><b>Cell Line:</b> BE-13</br><b>log2(Copy Number):</b> 1.058</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000091,1.0552951685029788,1017,CDK2,OV56,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> OV56</br><b>log2(Copy Number):</b> 1.055</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000803,0.997765233536924,1017,CDK2,COLO 668,Lung Cancer,lung,SCLC,</br><b>Cell Line:</b> COLO 668</br><b>log2(Copy Number):</b> 0.998</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000528,1.248422796045109,1017,CDK2,ABC-1,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> ABC-1</br><b>log2(Copy Number):</b> 1.248</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000862,1.038520408043268,1017,CDK2,KMBC-2,Bladder Cancer,urinary_tract,bladder_carcinoma,</br><b>Cell Line:</b> KMBC-2</br><b>log2(Copy Number):</b> 1.039</br><b>Lineage:</b> urinary_tract</br><b>Disease:</b> Bladder Cancer
ACH-000866,1.016195900443456,1017,CDK2,NCI-H1048,Lung Cancer,lung,SCLC,</br><b>Cell Line:</b> NCI-H1048</br><b>log2(Copy Number):</b> 1.016</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000470,1.057558786571691,1017,CDK2,SW1463,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> SW1463</br><b>log2(Copy Number):</b> 1.058</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000384,1.0432515061090029,1017,CDK2,SW 780,Bladder Cancer,urinary_tract,bladder_carcinoma,</br><b>Cell Line:</b> SW 780</br><b>log2(Copy Number):</b> 1.043</br><b>Lineage:</b> urinary_tract</br><b>Disease:</b> Bladder Cancer
