depmap_id,dependency,entrez_id,gene_name,cell_line_name,primary_disease,lineage,lineage_subtype,hover.string
ACH-000876,-0.5499356907954521,1017,CDK2,MDA-MB-415,Breast Cancer,breast,breast_carcinoma,</br><b>Cell Line:</b> MDA-MB-415</br><b>Dependency:</b> -0.550</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-000878,-1.1820378634301691,1017,CDK2,HCC-15,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> HCC-15</br><b>Dependency:</b> -1.182</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000879,-0.7536598339343161,1017,CDK2,MFE-296,Endometrial/Uterine Cancer,uterus,endometrial_adenocarcinoma,</br><b>Cell Line:</b> MFE-296</br><b>Dependency:</b> -0.754</br><b>Lineage:</b> uterus</br><b>Disease:</b> Endometrial/Uterine Cancer
ACH-000880,-0.17271017110124612,1017,CDK2,AGS,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> AGS</br><b>Dependency:</b> -0.173</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-000881,-0.6464015510349452,1017,CDK2,MEL-JUSO,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> MEL-JUSO</br><b>Dependency:</b> -0.646</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-000882,-0.8105764606804671,1017,CDK2,IGR-1,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> IGR-1</br><b>Dependency:</b> -0.811</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-000884,-0.6508998559096839,1017,CDK2,MDA-MB-435S,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> MDA-MB-435S</br><b>Dependency:</b> -0.651</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-000885,-0.1248623412795656,1017,CDK2,TOV-21G,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> TOV-21G</br><b>Dependency:</b> -0.125</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000886,-1.3194679032226375,1017,CDK2,NCI-H2009,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H2009</br><b>Dependency:</b> -1.319</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000887,-0.5771054115283809,1017,CDK2,SF-172,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> SF-172</br><b>Dependency:</b> -0.577</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000888,-0.7276652331773072,1017,CDK2,NCI-H1793,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H1793</br><b>Dependency:</b> -0.728</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000889,-0.8212375800570844,1017,CDK2,KMM-1,Myeloma,plasma_cell,multiple_myeloma,</br><b>Cell Line:</b> KMM-1</br><b>Dependency:</b> -0.821</br><b>Lineage:</b> plasma_cell</br><b>Disease:</b> Myeloma
ACH-000890,-0.3741144213181493,1017,CDK2,SW 1271,Lung Cancer,lung,SCLC,</br><b>Cell Line:</b> SW 1271</br><b>Dependency:</b> -0.374</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000894,-0.5461316844987674,1017,CDK2,NCI-H1869,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H1869</br><b>Dependency:</b> -0.546</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000896,-1.3805778548067609,1017,CDK2,647-V,Bladder Cancer,urinary_tract,bladder_carcinoma,</br><b>Cell Line:</b> 647-V</br><b>Dependency:</b> -1.381</br><b>Lineage:</b> urinary_tract</br><b>Disease:</b> Bladder Cancer
ACH-000898,-1.0758749465261075,1017,CDK2,SNU-719,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> SNU-719</br><b>Dependency:</b> -1.076</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-000899,-0.04595308190535141,1017,CDK2,WM-88,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> WM-88</br><b>Dependency:</b> -0.046</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-000900,-0.9546760354702886,1017,CDK2,NCI-H23,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H23</br><b>Dependency:</b> -0.955</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000901,-0.5054493167620308,1017,CDK2,HCC-1359,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> HCC-1359</br><b>Dependency:</b> -0.505</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000903,-1.1394794686412908,1017,CDK2,FTC-133,Thyroid Cancer,thyroid,thyroid_carcinoma,</br><b>Cell Line:</b> FTC-133</br><b>Dependency:</b> -1.139</br><b>Lineage:</b> thyroid</br><b>Disease:</b> Thyroid Cancer
ACH-000905,-1.0333990802157476,1017,CDK2,5637,Bladder Cancer,urinary_tract,bladder_carcinoma,</br><b>Cell Line:</b> 5637</br><b>Dependency:</b> -1.033</br><b>Lineage:</b> urinary_tract</br><b>Disease:</b> Bladder Cancer
ACH-000906,-0.7222130733139074,1017,CDK2,ES-2,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> ES-2</br><b>Dependency:</b> -0.722</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000907,-0.00442225355514192,1017,CDK2,SNU-349,Kidney Cancer,kidney,renal_cell_carcinoma,</br><b>Cell Line:</b> SNU-349</br><b>Dependency:</b> -0.004</br><b>Lineage:</b> kidney</br><b>Disease:</b> Kidney Cancer
ACH-000910,-0.9109188401514662,1017,CDK2,MDA-MB-453,Breast Cancer,breast,breast_carcinoma,</br><b>Cell Line:</b> MDA-MB-453</br><b>Dependency:</b> -0.911</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-000911,-0.6619167069683949,1017,CDK2,NUGC-3,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> NUGC-3</br><b>Dependency:</b> -0.662</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-000912,-0.6587310305101903,1017,CDK2,NCI-H2286,Lung Cancer,lung,SCLC,</br><b>Cell Line:</b> NCI-H2286</br><b>Dependency:</b> -0.659</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000913,-1.4098402998079689,1017,CDK2,ESS-1,Endometrial/Uterine Cancer,uterus,endometrial_stromal_sarcoma,</br><b>Cell Line:</b> ESS-1</br><b>Dependency:</b> -1.410</br><b>Lineage:</b> uterus</br><b>Disease:</b> Endometrial/Uterine Cancer
ACH-000914,0.00113047655764342,1017,CDK2,HT,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> HT</br><b>Dependency:</b>  0.001</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000915,-0.3881534176895827,1017,CDK2,IPC-298,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> IPC-298</br><b>Dependency:</b> -0.388</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-000916,-0.8602126793327329,1017,CDK2,NCI-H1573,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H1573</br><b>Dependency:</b> -0.860</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000917,-0.5034841683312974,1017,CDK2,TE-4,Esophageal Cancer,esophagus,esophagus_squamous,</br><b>Cell Line:</b> TE-4</br><b>Dependency:</b> -0.503</br><b>Lineage:</b> esophagus</br><b>Disease:</b> Esophageal Cancer
ACH-000919,-0.6317249586029909,1017,CDK2,IM95,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> IM95</br><b>Dependency:</b> -0.632</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-000921,-0.6825612525752589,1017,CDK2,NCI-H1339,Lung Cancer,lung,SCLC,</br><b>Cell Line:</b> NCI-H1339</br><b>Dependency:</b> -0.683</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000922,-0.24121661796959704,1017,CDK2,RCH-ACV,Leukemia,blood,ALL,</br><b>Cell Line:</b> RCH-ACV</br><b>Dependency:</b> -0.241</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000924,-0.3260476496370143,1017,CDK2,NCI-H2172,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H2172</br><b>Dependency:</b> -0.326</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000926,-0.5684113969443503,1017,CDK2,HT55,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> HT55</br><b>Dependency:</b> -0.568</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000928,-1.1418692170403375,1017,CDK2,JHUEM-1,Endometrial/Uterine Cancer,uterus,endometrial_adenocarcinoma,</br><b>Cell Line:</b> JHUEM-1</br><b>Dependency:</b> -1.142</br><b>Lineage:</b> uterus</br><b>Disease:</b> Endometrial/Uterine Cancer
ACH-000929,-0.9741792953640688,1017,CDK2,NCI-H2110,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H2110</br><b>Dependency:</b> -0.974</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000932,-1.089496313184224,1017,CDK2,SNU-1,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> SNU-1</br><b>Dependency:</b> -1.089</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-000934,-1.1244734982582043,1017,CDK2,MDA-MB-361,Breast Cancer,breast,breast_carcinoma,</br><b>Cell Line:</b> MDA-MB-361</br><b>Dependency:</b> -1.124</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-000935,-0.5818202796318602,1017,CDK2,MDST8,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> MDST8</br><b>Dependency:</b> -0.582</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000936,-0.902148536706068,1017,CDK2,EFO-27,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> EFO-27</br><b>Dependency:</b> -0.902</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000937,-0.2439219452840017,1017,CDK2,PF-382,Leukemia,blood,ALL,</br><b>Cell Line:</b> PF-382</br><b>Dependency:</b> -0.244</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000938,-0.21334217205428668,1017,CDK2,"NALM-6",Leukemia,blood,ALL,</br><b>Cell Line:</b> NALM-6</br><b>Dependency:</b> -0.213</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000939,-1.1492624932005429,1017,CDK2,SK-UT-1,Sarcoma,soft_tissue,leiomyosarcoma,</br><b>Cell Line:</b> SK-UT-1</br><b>Dependency:</b> -1.149</br><b>Lineage:</b> soft_tissue</br><b>Disease:</b> Sarcoma
ACH-000941,-0.884708218029124,1017,CDK2,HEC-1-B,Endometrial/Uterine Cancer,uterus,endometrial_adenocarcinoma,</br><b>Cell Line:</b> HEC-1-B</br><b>Dependency:</b> -0.885</br><b>Lineage:</b> uterus</br><b>Disease:</b> Endometrial/Uterine Cancer
ACH-000943,-0.6058754644316963,1017,CDK2,RKO,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> RKO</br><b>Dependency:</b> -0.606</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000944,-0.3459336392852921,1017,CDK2,"NAMALWA",Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> NAMALWA</br><b>Dependency:</b> -0.346</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000945,-1.2944688679927312,1017,CDK2,NCI-H650,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H650</br><b>Dependency:</b> -1.294</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000946,-0.3368088049829823,1017,CDK2,HEC-265,Endometrial/Uterine Cancer,uterus,endometrial_adenocarcinoma,</br><b>Cell Line:</b> HEC-265</br><b>Dependency:</b> -0.337</br><b>Lineage:</b> uterus</br><b>Disease:</b> Endometrial/Uterine Cancer
ACH-000947,-0.6301752469107225,1017,CDK2,OVK18,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> OVK18</br><b>Dependency:</b> -0.630</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000948,-0.3659221013510968,1017,CDK2,23132/87,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> 23132/87</br><b>Dependency:</b> -0.366</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-000950,-0.2374525097612093,1017,CDK2,LoVo,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> LoVo</br><b>Dependency:</b> -0.237</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000953,-0.4505858525236738,1017,CDK2,SUP-T1,Leukemia,blood,ALL,</br><b>Cell Line:</b> SUP-T1</br><b>Dependency:</b> -0.451</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000956,-0.942432498150828,1017,CDK2,22Rv1,Prostate Cancer,prostate,prostate_adenocarcinoma,</br><b>Cell Line:</b> 22Rv1</br><b>Dependency:</b> -0.942</br><b>Lineage:</b> prostate</br><b>Disease:</b> Prostate Cancer
ACH-000957,-0.5156797853080068,1017,CDK2,LS 180,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> LS 180</br><b>Dependency:</b> -0.516</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000958,-0.6642120075787252,1017,CDK2,SW48,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> SW48</br><b>Dependency:</b> -0.664</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000959,-0.3297696212037526,1017,CDK2,SNU-C4,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> SNU-C4</br><b>Dependency:</b> -0.330</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000960,-0.3194292806786389,1017,CDK2,Reh,Leukemia,blood,ALL,</br><b>Cell Line:</b> Reh</br><b>Dependency:</b> -0.319</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000961,-0.8453350265697875,1017,CDK2,Ishikawa (Heraklio) 02 ER-,Endometrial/Uterine Cancer,uterus,endometrial_adenocarcinoma,</br><b>Cell Line:</b> Ishikawa (Heraklio) 02 ER-</br><b>Dependency:</b> -0.845</br><b>Lineage:</b> uterus</br><b>Disease:</b> Endometrial/Uterine Cancer
ACH-000962,-0.6905004279881792,1017,CDK2,OC 314,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> OC 314</br><b>Dependency:</b> -0.691</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000963,-0.827457338130928,1017,CDK2,CCK-81,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> CCK-81</br><b>Dependency:</b> -0.827</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000965,-0.27487808423182314,1017,CDK2,RL95-2,Endometrial/Uterine Cancer,uterus,endometrial_adenosquamous,</br><b>Cell Line:</b> RL95-2</br><b>Dependency:</b> -0.275</br><b>Lineage:</b> uterus</br><b>Disease:</b> Endometrial/Uterine Cancer
ACH-000966,-0.8098241221316553,1017,CDK2,IGROV1,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> IGROV1</br><b>Dependency:</b> -0.810</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000968,-0.7829451412288271,1017,CDK2,COLO 792,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> COLO 792</br><b>Dependency:</b> -0.783</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-000969,-0.4290412666858208,1017,CDK2,KM12,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> KM12</br><b>Dependency:</b> -0.429</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000970,-0.8089085308463665,1017,CDK2,SNU-C5,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> SNU-C5</br><b>Dependency:</b> -0.809</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000971,-0.533874335264223,1017,CDK2,HCT 116,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> HCT 116</br><b>Dependency:</b> -0.534</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000973,-0.6521395893494257,1017,CDK2,639-V,Bladder Cancer,urinary_tract,bladder_carcinoma,</br><b>Cell Line:</b> 639-V</br><b>Dependency:</b> -0.652</br><b>Lineage:</b> urinary_tract</br><b>Disease:</b> Bladder Cancer
ACH-000974,-0.3592248135192221,1017,CDK2,SNG-M,Endometrial/Uterine Cancer,uterus,endometrial_adenocarcinoma,</br><b>Cell Line:</b> SNG-M</br><b>Dependency:</b> -0.359</br><b>Lineage:</b> uterus</br><b>Disease:</b> Endometrial/Uterine Cancer
ACH-000975,-1.5613936933684258,1017,CDK2,NA,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NA</br><b>Dependency:</b> -1.561</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000976,-0.6253810075294146,1017,CDK2,HuCCT1,Bile Duct Cancer,bile_duct,cholangiocarcinoma,</br><b>Cell Line:</b> HuCCT1</br><b>Dependency:</b> -0.625</br><b>Lineage:</b> bile_duct</br><b>Disease:</b> Bile Duct Cancer
ACH-000977,-0.5698041132199863,1017,CDK2,LNCaP clone FGC,Prostate Cancer,prostate,prostate_adenocarcinoma,</br><b>Cell Line:</b> LNCaP clone FGC</br><b>Dependency:</b> -0.570</br><b>Lineage:</b> prostate</br><b>Disease:</b> Prostate Cancer
ACH-000978,-1.0375712922227054,1017,CDK2,EN,Endometrial/Uterine Cancer,uterus,endometrial_adenocarcinoma,</br><b>Cell Line:</b> EN</br><b>Dependency:</b> -1.038</br><b>Lineage:</b> uterus</br><b>Disease:</b> Endometrial/Uterine Cancer
ACH-000979,-0.5423955996322378,1017,CDK2,DU 145,Prostate Cancer,prostate,prostate_adenocarcinoma,</br><b>Cell Line:</b> DU 145</br><b>Dependency:</b> -0.542</br><b>Lineage:</b> prostate</br><b>Disease:</b> Prostate Cancer
ACH-000980,-0.4834900398622117,1017,CDK2,NCI-H1155,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H1155</br><b>Dependency:</b> -0.483</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000983,-0.2691788877272895,1017,CDK2,KCL-22,Leukemia,blood,CML,</br><b>Cell Line:</b> KCL-22</br><b>Dependency:</b> -0.269</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000984,-0.38759111854000505,1017,CDK2,HEC-6,Endometrial/Uterine Cancer,uterus,endometrial_adenocarcinoma,</br><b>Cell Line:</b> HEC-6</br><b>Dependency:</b> -0.388</br><b>Lineage:</b> uterus</br><b>Disease:</b> Endometrial/Uterine Cancer
ACH-000985,-0.4824160865999248,1017,CDK2,LS411N,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> LS411N</br><b>Dependency:</b> -0.482</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000986,-0.27467161921425065,1017,CDK2,HT115,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> HT115</br><b>Dependency:</b> -0.275</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000988,-0.5070057718873956,1017,CDK2,MFE-319,Endometrial/Uterine Cancer,uterus,endometrial_adenocarcinoma,</br><b>Cell Line:</b> MFE-319</br><b>Dependency:</b> -0.507</br><b>Lineage:</b> uterus</br><b>Disease:</b> Endometrial/Uterine Cancer
ACH-000991,-0.5889299864144495,1017,CDK2,SNU-81,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> SNU-81</br><b>Dependency:</b> -0.589</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000993,-1.3530390351189552,1017,CDK2,JHUEM-7,Endometrial/Uterine Cancer,uterus,endometrial_adenocarcinoma,</br><b>Cell Line:</b> JHUEM-7</br><b>Dependency:</b> -1.353</br><b>Lineage:</b> uterus</br><b>Disease:</b> Endometrial/Uterine Cancer
ACH-000994,-1.022911678603785,1017,CDK2,HEC-59,Endometrial/Uterine Cancer,uterus,endometrial_adenocarcinoma,</br><b>Cell Line:</b> HEC-59</br><b>Dependency:</b> -1.023</br><b>Lineage:</b> uterus</br><b>Disease:</b> Endometrial/Uterine Cancer
ACH-000995,-0.5834890201789042,1017,CDK2,JURKAT,Leukemia,blood,ALL,</br><b>Cell Line:</b> JURKAT</br><b>Dependency:</b> -0.583</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000996,-0.8417434763427535,1017,CDK2,HEC-251,Endometrial/Uterine Cancer,uterus,endometrial_adenocarcinoma,</br><b>Cell Line:</b> HEC-251</br><b>Dependency:</b> -0.842</br><b>Lineage:</b> uterus</br><b>Disease:</b> Endometrial/Uterine Cancer
ACH-000997,-0.4730452995317455,1017,CDK2,HCT-15,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> HCT-15</br><b>Dependency:</b> -0.473</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-001001,-0.15206687240682304,1017,CDK2,143B,Bone Cancer,bone,osteosarcoma,</br><b>Cell Line:</b> 143B</br><b>Dependency:</b> -0.152</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-001016,-0.7889468475914496,1017,CDK2,Becker,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> Becker</br><b>Dependency:</b> -0.789</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-001020,-0.5506232107107556,1017,CDK2,BT-16,Rhabdoid,soft_tissue,ATRT,</br><b>Cell Line:</b> BT-16</br><b>Dependency:</b> -0.551</br><b>Lineage:</b> soft_tissue</br><b>Disease:</b> Rhabdoid
ACH-001028,-0.8554628343571548,1017,CDK2,CHLA-06,Rhabdoid,soft_tissue,ATRT,</br><b>Cell Line:</b> CHLA-06</br><b>Dependency:</b> -0.855</br><b>Lineage:</b> soft_tissue</br><b>Disease:</b> Rhabdoid
ACH-001029,-0.2916123631579812,1017,CDK2,CHLA-10,Bone Cancer,bone,Ewing_sarcoma,</br><b>Cell Line:</b> CHLA-10</br><b>Dependency:</b> -0.292</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-001031,-0.4809765013885965,1017,CDK2,CHLA-266,Rhabdoid,soft_tissue,ATRT,</br><b>Cell Line:</b> CHLA-266</br><b>Dependency:</b> -0.481</br><b>Lineage:</b> soft_tissue</br><b>Disease:</b> Rhabdoid
ACH-001033,-0.6337201216614006,1017,CDK2,CHLA-57,Bone Cancer,bone,Ewing_sarcoma,</br><b>Cell Line:</b> CHLA-57</br><b>Dependency:</b> -0.634</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-001036,-0.5179818197079064,1017,CDK2,CMK-11-5,Leukemia,blood,AML,</br><b>Cell Line:</b> CMK-11-5</br><b>Dependency:</b> -0.518</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-001038,-0.5859431414498221,1017,CDK2,NA,Bone Cancer,bone,Ewing_sarcoma,</br><b>Cell Line:</b> NA</br><b>Dependency:</b> -0.586</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-001039,-0.5479729129740888,1017,CDK2,COLO 205,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> COLO 205</br><b>Dependency:</b> -0.548</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-001041,-0.8065736091390155,1017,CDK2,COLO-699,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> COLO-699</br><b>Dependency:</b> -0.807</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-001048,-0.12876418465416972,1017,CDK2,COV504,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> COV504</br><b>Dependency:</b> -0.129</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-001050,-0.4741737666249373,1017,CDK2,CW9019,Sarcoma,soft_tissue,rhabdomyosarcoma,</br><b>Cell Line:</b> CW9019</br><b>Dependency:</b> -0.474</br><b>Lineage:</b> soft_tissue</br><b>Disease:</b> Sarcoma
ACH-001053,-0.7842431275059867,1017,CDK2,D425,Brain Cancer,central_nervous_system,medulloblastoma,</br><b>Cell Line:</b> D425</br><b>Dependency:</b> -0.784</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-001054,-0.8697680281022706,1017,CDK2,D458,Brain Cancer,central_nervous_system,medulloblastoma,</br><b>Cell Line:</b> D458</br><b>Dependency:</b> -0.870</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-001061,-0.4978300057337511,1017,CDK2,DLD-1,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> DLD-1</br><b>Dependency:</b> -0.498</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-001063,-0.26853747134518163,1017,CDK2,DOV13,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> DOV13</br><b>Dependency:</b> -0.269</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-001065,-0.6898301408164402,1017,CDK2,NA,Breast Cancer,breast,breast_carcinoma,</br><b>Cell Line:</b> NA</br><b>Dependency:</b> -0.690</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-001067,-0.7424168907291487,1017,CDK2,F5,Brain Cancer,central_nervous_system,meningioma,</br><b>Cell Line:</b> F5</br><b>Dependency:</b> -0.742</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-001075,-0.22237220431560267,1017,CDK2,NCI-H292,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H292</br><b>Dependency:</b> -0.222</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
