depmap_id,dependency,entrez_id,gene_name,cell_line_name,primary_disease,lineage,lineage_subtype,hover.string
ACH-000456,-0.25137207060763905,1017,CDK2,B-CPAP,Thyroid Cancer,thyroid,thyroid_carcinoma,</br><b>Cell Line:</b> B-CPAP</br><b>Dependency:</b> -0.251</br><b>Lineage:</b> thyroid</br><b>Disease:</b> Thyroid Cancer
ACH-000458,-0.4919960332535671,1017,CDK2,CJM,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> CJM</br><b>Dependency:</b> -0.492</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-000459,-0.9181266697952912,1017,CDK2,TUHR10TKB,Kidney Cancer,kidney,renal_cell_carcinoma,</br><b>Cell Line:</b> TUHR10TKB</br><b>Dependency:</b> -0.918</br><b>Lineage:</b> kidney</br><b>Disease:</b> Kidney Cancer
ACH-000460,-1.0556582805709858,1017,CDK2,SNU-8,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> SNU-8</br><b>Dependency:</b> -1.056</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000461,-0.6229760089741889,1017,CDK2,SNU-1196,Bile Duct Cancer,bile_duct,cholangiocarcinoma,</br><b>Cell Line:</b> SNU-1196</br><b>Dependency:</b> -0.623</br><b>Lineage:</b> bile_duct</br><b>Disease:</b> Bile Duct Cancer
ACH-000463,-0.8990661637146689,1017,CDK2,NCI-H460,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H460</br><b>Dependency:</b> -0.899</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000464,-0.7943787921676304,1017,CDK2,CAS-1,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> CAS-1</br><b>Dependency:</b> -0.794</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000466,-0.9836417503307672,1017,CDK2,SNU-216,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> SNU-216</br><b>Dependency:</b> -0.984</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-000467,-0.6684887565771254,1017,CDK2,HCC-56,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> HCC-56</br><b>Dependency:</b> -0.668</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000468,-0.7840114156432009,1017,CDK2,PK-45H,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> PK-45H</br><b>Dependency:</b> -0.784</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-000469,-1.263496342493347,1017,CDK2,YH-13,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> YH-13</br><b>Dependency:</b> -1.263</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000470,-1.10280230264341,1017,CDK2,SW1463,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> SW1463</br><b>Dependency:</b> -1.103</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000471,-0.16024348379474512,1017,CDK2,Li-7,Liver Cancer,liver,NA,</br><b>Cell Line:</b> Li-7</br><b>Dependency:</b> -0.160</br><b>Lineage:</b> liver</br><b>Disease:</b> Liver Cancer
ACH-000472,-0.4058304484430341,1017,CDK2,HSC-2,Head and Neck Cancer,upper_aerodigestive,upper_aerodigestive_squamous,</br><b>Cell Line:</b> HSC-2</br><b>Dependency:</b> -0.406</br><b>Lineage:</b> upper_aerodigestive</br><b>Disease:</b> Head and Neck Cancer
ACH-000473,-0.3067376106551344,1017,CDK2,RT-112,Bladder Cancer,urinary_tract,bladder_carcinoma,</br><b>Cell Line:</b> RT-112</br><b>Dependency:</b> -0.307</br><b>Lineage:</b> urinary_tract</br><b>Disease:</b> Bladder Cancer
ACH-000475,-0.6481957217375862,1017,CDK2,huH-1,Liver Cancer,liver,hepatocellular_carcinoma,</br><b>Cell Line:</b> huH-1</br><b>Dependency:</b> -0.648</br><b>Lineage:</b> liver</br><b>Disease:</b> Liver Cancer
ACH-000476,-0.6241423526495342,1017,CDK2,JHH-4,Liver Cancer,liver,hepatocellular_carcinoma,</br><b>Cell Line:</b> JHH-4</br><b>Dependency:</b> -0.624</br><b>Lineage:</b> liver</br><b>Disease:</b> Liver Cancer
ACH-000477,-1.0246462427296503,1017,CDK2,Malme-3M,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> Malme-3M</br><b>Dependency:</b> -1.025</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-000478,-0.8888749659550343,1017,CDK2,SNU-387,Liver Cancer,liver,hepatocellular_carcinoma,</br><b>Cell Line:</b> SNU-387</br><b>Dependency:</b> -0.889</br><b>Lineage:</b> liver</br><b>Disease:</b> Liver Cancer
ACH-000480,-0.5088695458295982,1017,CDK2,HuH-7,Liver Cancer,liver,hepatocellular_carcinoma,</br><b>Cell Line:</b> HuH-7</br><b>Dependency:</b> -0.509</br><b>Lineage:</b> liver</br><b>Disease:</b> Liver Cancer
ACH-000481,-0.6771627356782987,1017,CDK2,NCI-H2170,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H2170</br><b>Dependency:</b> -0.677</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000483,-1.4647373731057474,1017,CDK2,SNU-182,Liver Cancer,liver,hepatocellular_carcinoma,</br><b>Cell Line:</b> SNU-182</br><b>Dependency:</b> -1.465</br><b>Lineage:</b> liver</br><b>Disease:</b> Liver Cancer
ACH-000484,-0.4960361292719193,1017,CDK2,VMRC-RCW,Kidney Cancer,kidney,renal_cell_carcinoma,</br><b>Cell Line:</b> VMRC-RCW</br><b>Dependency:</b> -0.496</br><b>Lineage:</b> kidney</br><b>Disease:</b> Kidney Cancer
ACH-000485,-0.5461282028850114,1017,CDK2,GSU,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> GSU</br><b>Dependency:</b> -0.546</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-000486,-0.3280620381421888,1017,CDK2,KU-19-19,Bladder Cancer,urinary_tract,bladder_carcinoma,</br><b>Cell Line:</b> KU-19-19</br><b>Dependency:</b> -0.328</br><b>Lineage:</b> urinary_tract</br><b>Disease:</b> Bladder Cancer
ACH-000487,-0.20448649334947824,1017,CDK2,F-36P,Leukemia,blood,AML,</br><b>Cell Line:</b> F-36P</br><b>Dependency:</b> -0.204</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000488,-0.7369223655278981,1017,CDK2,TE-11,Esophageal Cancer,esophagus,esophagus_squamous,</br><b>Cell Line:</b> TE-11</br><b>Dependency:</b> -0.737</br><b>Lineage:</b> esophagus</br><b>Disease:</b> Esophageal Cancer
ACH-000489,-0.5708362361282614,1017,CDK2,SW1116,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> SW1116</br><b>Dependency:</b> -0.571</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000490,-0.3215094931373046,1017,CDK2,SF767,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> SF767</br><b>Dependency:</b> -0.322</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000491,-0.6151702496689267,1017,CDK2,NCI-H716,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> NCI-H716</br><b>Dependency:</b> -0.615</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000493,-0.5652883541166956,1017,CDK2,SNU-423,Liver Cancer,liver,hepatocellular_carcinoma,</br><b>Cell Line:</b> SNU-423</br><b>Dependency:</b> -0.565</br><b>Lineage:</b> liver</br><b>Disease:</b> Liver Cancer
ACH-000495,-0.2816599039919101,1017,CDK2,TUHR4TKB,Kidney Cancer,kidney,renal_cell_carcinoma,</br><b>Cell Line:</b> TUHR4TKB</br><b>Dependency:</b> -0.282</br><b>Lineage:</b> kidney</br><b>Disease:</b> Kidney Cancer
ACH-000496,-0.5868365418535361,1017,CDK2,NCI-H1792,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H1792</br><b>Dependency:</b> -0.587</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000498,-0.3837957824873509,1017,CDK2,KO52,Leukemia,blood,AML,</br><b>Cell Line:</b> KO52</br><b>Dependency:</b> -0.384</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000499,-0.8350634422712342,1017,CDK2,EW8,Bone Cancer,bone,Ewing_sarcoma,</br><b>Cell Line:</b> EW8</br><b>Dependency:</b> -0.835</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-000500,-0.8088995125251629,1017,CDK2,SNU-46,Head and Neck Cancer,upper_aerodigestive,upper_aerodigestive_squamous,</br><b>Cell Line:</b> SNU-46</br><b>Dependency:</b> -0.809</br><b>Lineage:</b> upper_aerodigestive</br><b>Disease:</b> Head and Neck Cancer
ACH-000501,-0.17484319257747472,1017,CDK2,LS123,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> LS123</br><b>Dependency:</b> -0.175</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000502,-0.8960591395408347,1017,CDK2,TCC-PAN2,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> TCC-PAN2</br><b>Dependency:</b> -0.896</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-000503,-0.5038080571055403,1017,CDK2,BICR 16,Head and Neck Cancer,upper_aerodigestive,upper_aerodigestive_squamous,</br><b>Cell Line:</b> BICR 16</br><b>Dependency:</b> -0.504</br><b>Lineage:</b> upper_aerodigestive</br><b>Disease:</b> Head and Neck Cancer
ACH-000504,-1.4091970806793743,1017,CDK2,SNB75,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> SNB75</br><b>Dependency:</b> -1.409</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000505,-0.5001509404709488,1017,CDK2,RKN,Sarcoma,soft_tissue,leiomyosarcoma,</br><b>Cell Line:</b> RKN</br><b>Dependency:</b> -0.500</br><b>Lineage:</b> soft_tissue</br><b>Disease:</b> Sarcoma
ACH-000507,-0.4343124854759629,1017,CDK2,KE-39,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> KE-39</br><b>Dependency:</b> -0.434</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-000510,-0.4109011031902522,1017,CDK2,NCI-H1299,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H1299</br><b>Dependency:</b> -0.411</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000511,-0.5830142624767336,1017,CDK2,Calu-1,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> Calu-1</br><b>Dependency:</b> -0.583</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000512,-0.3360815383822946,1017,CDK2,NA,Myeloma,plasma_cell,multiple_myeloma,</br><b>Cell Line:</b> NA</br><b>Dependency:</b> -0.336</br><b>Lineage:</b> plasma_cell</br><b>Disease:</b> Myeloma
ACH-000514,-0.7334326910907994,1017,CDK2,NCI-H1092,Lung Cancer,lung,SCLC,</br><b>Cell Line:</b> NCI-H1092</br><b>Dependency:</b> -0.733</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000516,-0.8447063671716976,1017,CDK2,CAL-78,Bone Cancer,bone,chondrosarcoma,</br><b>Cell Line:</b> CAL-78</br><b>Dependency:</b> -0.845</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-000517,-0.9472822747190576,1017,CDK2,SNU-410,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> SNU-410</br><b>Dependency:</b> -0.947</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-000518,-0.32343975421438176,1017,CDK2,CAL-33,Head and Neck Cancer,upper_aerodigestive,upper_aerodigestive_squamous,</br><b>Cell Line:</b> CAL-33</br><b>Dependency:</b> -0.323</br><b>Lineage:</b> upper_aerodigestive</br><b>Disease:</b> Head and Neck Cancer
ACH-000520,-0.7260052770636356,1017,CDK2,59M,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> 59M</br><b>Dependency:</b> -0.726</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000521,-0.2995023542407867,1017,CDK2,NCI-H2030,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H2030</br><b>Dependency:</b> -0.300</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000522,-1.2367426816192215,1017,CDK2,UM-UC-3,Bladder Cancer,urinary_tract,bladder_carcinoma,</br><b>Cell Line:</b> UM-UC-3</br><b>Dependency:</b> -1.237</br><b>Lineage:</b> urinary_tract</br><b>Disease:</b> Bladder Cancer
ACH-000524,-1.5914661488128452,1017,CDK2,KURAMOCHI,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> KURAMOCHI</br><b>Dependency:</b> -1.591</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000525,-0.9299815295291848,1017,CDK2,NCI-H2171,Lung Cancer,lung,SCLC,</br><b>Cell Line:</b> NCI-H2171</br><b>Dependency:</b> -0.930</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000527,-1.2784324032710284,1017,CDK2,OVISE,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> OVISE</br><b>Dependency:</b> -1.278</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000528,-0.4207059079713296,1017,CDK2,ABC-1,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> ABC-1</br><b>Dependency:</b> -0.421</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000532,-0.4264986099168581,1017,CDK2,SNU-61,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> SNU-61</br><b>Dependency:</b> -0.426</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000533,-0.7755460913007205,1017,CDK2,NCI-H2004 RT,Rhabdoid,soft_tissue,malignant_rhabdoid_tumor,</br><b>Cell Line:</b> NCI-H2004 RT</br><b>Dependency:</b> -0.776</br><b>Lineage:</b> soft_tissue</br><b>Disease:</b> Rhabdoid
ACH-000535,-0.6151379007733928,1017,CDK2,BxPC-3,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> BxPC-3</br><b>Dependency:</b> -0.615</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-000537,-0.2583533809512482,1017,CDK2,SNU-761,Liver Cancer,liver,hepatocellular_carcinoma,</br><b>Cell Line:</b> SNU-761</br><b>Dependency:</b> -0.258</br><b>Lineage:</b> liver</br><b>Disease:</b> Liver Cancer
ACH-000541,-1.0985366602551945,1017,CDK2,KMS-34,Myeloma,plasma_cell,multiple_myeloma,</br><b>Cell Line:</b> KMS-34</br><b>Dependency:</b> -1.099</br><b>Lineage:</b> plasma_cell</br><b>Disease:</b> Myeloma
ACH-000542,-0.5292494138642748,1017,CDK2,Hey-A8,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> Hey-A8</br><b>Dependency:</b> -0.529</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000544,-0.7500017446235867,1017,CDK2,OE21,Esophageal Cancer,esophagus,esophagus_squamous,</br><b>Cell Line:</b> OE21</br><b>Dependency:</b> -0.750</br><b>Lineage:</b> esophagus</br><b>Disease:</b> Esophageal Cancer
ACH-000545,-0.2805000900374832,1017,CDK2,VM-CUB1,Bladder Cancer,urinary_tract,bladder_carcinoma,</br><b>Cell Line:</b> VM-CUB1</br><b>Dependency:</b> -0.281</br><b>Lineage:</b> urinary_tract</br><b>Disease:</b> Bladder Cancer
ACH-000546,-0.30554645153659704,1017,CDK2,HSC-4,Head and Neck Cancer,upper_aerodigestive,upper_aerodigestive_squamous,</br><b>Cell Line:</b> HSC-4</br><b>Dependency:</b> -0.306</br><b>Lineage:</b> upper_aerodigestive</br><b>Disease:</b> Head and Neck Cancer
ACH-000547,-0.97767865128623,1017,CDK2,HT-1197,Bladder Cancer,urinary_tract,bladder_carcinoma,</br><b>Cell Line:</b> HT-1197</br><b>Dependency:</b> -0.978</br><b>Lineage:</b> urinary_tract</br><b>Disease:</b> Bladder Cancer
ACH-000548,-0.48344459754924496,1017,CDK2,BHY,Head and Neck Cancer,upper_aerodigestive,upper_aerodigestive_squamous,</br><b>Cell Line:</b> BHY</br><b>Dependency:</b> -0.483</br><b>Lineage:</b> upper_aerodigestive</br><b>Disease:</b> Head and Neck Cancer
ACH-000549,-0.5823793744189579,1017,CDK2,SNU-1076,Head and Neck Cancer,upper_aerodigestive,upper_aerodigestive_squamous,</br><b>Cell Line:</b> SNU-1076</br><b>Dependency:</b> -0.582</br><b>Lineage:</b> upper_aerodigestive</br><b>Disease:</b> Head and Neck Cancer
ACH-000550,-0.6701970255720522,1017,CDK2,IGR-39,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> IGR-39</br><b>Dependency:</b> -0.670</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-000551,-0.2897314500951822,1017,CDK2,K-562,Leukemia,blood,CML,</br><b>Cell Line:</b> K-562</br><b>Dependency:</b> -0.290</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000552,-0.3726065984495757,1017,CDK2,HT-29,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> HT-29</br><b>Dependency:</b> -0.373</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000554,-0.5096143217128589,1017,CDK2,UACC-893,Breast Cancer,breast,breast_ductal_carcinoma,</br><b>Cell Line:</b> UACC-893</br><b>Dependency:</b> -0.510</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-000556,-0.6998458340121438,1017,CDK2,SIHA,Cervical Cancer,cervix,cervical_carcinoma,</br><b>Cell Line:</b> SIHA</br><b>Dependency:</b> -0.700</br><b>Lineage:</b> cervix</br><b>Disease:</b> Cervical Cancer
ACH-000557,-0.6663750442302243,1017,CDK2,AML-193,Leukemia,blood,AML,</br><b>Cell Line:</b> AML-193</br><b>Dependency:</b> -0.666</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000558,-0.5635611839668502,1017,CDK2,A-172,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> A-172</br><b>Dependency:</b> -0.564</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000559,-1.0915016796390784,1017,CDK2,NCI-H1836,Lung Cancer,lung,SCLC,</br><b>Cell Line:</b> NCI-H1836</br><b>Dependency:</b> -1.092</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000561,-0.455144279233596,1017,CDK2,T.T,Esophageal Cancer,esophagus,esophagus_squamous,</br><b>Cell Line:</b> T.T</br><b>Dependency:</b> -0.455</br><b>Lineage:</b> esophagus</br><b>Disease:</b> Esophageal Cancer
ACH-000562,-0.8582932482901925,1017,CDK2,HCC-78,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> HCC-78</br><b>Dependency:</b> -0.858</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000563,-0.5454492999210591,1017,CDK2,EBC-1,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> EBC-1</br><b>Dependency:</b> -0.545</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000565,-0.2146543038042233,1017,CDK2,RCM-1,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> RCM-1</br><b>Dependency:</b> -0.215</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000567,-0.3252777661568048,1017,CDK2,ST486,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> ST486</br><b>Dependency:</b> -0.325</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000570,-0.6034388101889843,1017,CDK2,YKG1,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> YKG1</br><b>Dependency:</b> -0.603</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000571,-0.9925390363048678,1017,CDK2,T98G,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> T98G</br><b>Dependency:</b> -0.993</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000573,-0.8206140992541321,1017,CDK2,MDA-MB-436,Breast Cancer,breast,breast_carcinoma,</br><b>Cell Line:</b> MDA-MB-436</br><b>Dependency:</b> -0.821</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-000576,-0.20078684691756651,1017,CDK2,KMS-27,Myeloma,plasma_cell,multiple_myeloma,</br><b>Cell Line:</b> KMS-27</br><b>Dependency:</b> -0.201</br><b>Lineage:</b> plasma_cell</br><b>Disease:</b> Myeloma
ACH-000577,-0.35311447485091185,1017,CDK2,JHH-2,Liver Cancer,liver,hepatocellular_carcinoma,</br><b>Cell Line:</b> JHH-2</br><b>Dependency:</b> -0.353</br><b>Lineage:</b> liver</br><b>Disease:</b> Liver Cancer
ACH-000579,-0.8940106531203846,1017,CDK2,UACC-257,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> UACC-257</br><b>Dependency:</b> -0.894</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-000580,-0.7738827809067396,1017,CDK2,C32,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> C32</br><b>Dependency:</b> -0.774</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-000581,-0.5597252817409262,1017,CDK2,SNU-16,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> SNU-16</br><b>Dependency:</b> -0.560</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-000583,-0.1602826333630739,1017,CDK2,MC116,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> MC116</br><b>Dependency:</b> -0.160</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000584,-0.5846790254445728,1017,CDK2,JHOS-4,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> JHOS-4</br><b>Dependency:</b> -0.585</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000585,-0.4514855563439031,1017,CDK2,EPLC-272H,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> EPLC-272H</br><b>Dependency:</b> -0.451</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000587,-0.5214443028250192,1017,CDK2,NCI-H1975,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H1975</br><b>Dependency:</b> -0.521</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000588,-0.4977981821766233,1017,CDK2,KMS-26,Myeloma,plasma_cell,multiple_myeloma,</br><b>Cell Line:</b> KMS-26</br><b>Dependency:</b> -0.498</br><b>Lineage:</b> plasma_cell</br><b>Disease:</b> Myeloma
ACH-000589,-0.6910669898015959,1017,CDK2,NCI-H1437,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H1437</br><b>Dependency:</b> -0.691</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000591,-1.4414985605911823,1017,CDK2,NA,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> NA</br><b>Dependency:</b> -1.441</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000592,-0.5628126110358648,1017,CDK2,TM-31,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> TM-31</br><b>Dependency:</b> -0.563</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000593,-0.4618312514934712,1017,CDK2,BC-3C,Bladder Cancer,urinary_tract,bladder_carcinoma,</br><b>Cell Line:</b> BC-3C</br><b>Dependency:</b> -0.462</br><b>Lineage:</b> urinary_tract</br><b>Disease:</b> Bladder Cancer
ACH-000595,-0.6548613631530622,1017,CDK2,LN-229,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> LN-229</br><b>Dependency:</b> -0.655</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000596,-0.6883387826430979,1017,CDK2,LCLC-97TM1,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> LCLC-97TM1</br><b>Dependency:</b> -0.688</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000597,-0.6398128618598696,1017,CDK2,TTC-709,Rhabdoid,soft_tissue,malignant_rhabdoid_tumor,</br><b>Cell Line:</b> TTC-709</br><b>Dependency:</b> -0.640</br><b>Lineage:</b> soft_tissue</br><b>Disease:</b> Rhabdoid
ACH-000599,-0.8851979096970704,1017,CDK2,PA-TU-8902,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> PA-TU-8902</br><b>Dependency:</b> -0.885</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-000600,-0.44321885482892776,1017,CDK2,SLR 26,Kidney Cancer,kidney,renal_cell_carcinoma,</br><b>Cell Line:</b> SLR 26</br><b>Dependency:</b> -0.443</br><b>Lineage:</b> kidney</br><b>Disease:</b> Kidney Cancer
ACH-000601,-0.6792811415857402,1017,CDK2,MIA PaCa-2,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> MIA PaCa-2</br><b>Dependency:</b> -0.679</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-000602,-0.3791947314724679,1017,CDK2,M-07e,Leukemia,blood,AML,</br><b>Cell Line:</b> M-07e</br><b>Dependency:</b> -0.379</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000604,-0.28468767052981914,1017,CDK2,KYO-1,Leukemia,blood,CML,</br><b>Cell Line:</b> KYO-1</br><b>Dependency:</b> -0.285</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000605,-0.6010581307385309,1017,CDK2,TE-6,Esophageal Cancer,esophagus,esophagus_squamous,</br><b>Cell Line:</b> TE-6</br><b>Dependency:</b> -0.601</br><b>Lineage:</b> esophagus</br><b>Disease:</b> Esophageal Cancer
ACH-000606,-0.34563779544570905,1017,CDK2,PE/CA-PJ34 (clone C12),Head and Neck Cancer,upper_aerodigestive,upper_aerodigestive_squamous,</br><b>Cell Line:</b> PE/CA-PJ34 (clone C12)</br><b>Dependency:</b> -0.346</br><b>Lineage:</b> upper_aerodigestive</br><b>Disease:</b> Head and Neck Cancer
